vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_level_alert,fuel_time_to_empty_alert
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:00:00,ON,58.91,611.7,48.3,37.8,54.5,11.0,-0.22,28,25.17,0.0,36.7,3.530000000000001,58.91000000000008,16.68838526912183,0,0.0,25.17,0.22,0.28,0.238,3600,1.0,31.16046,0,0,36000,48.3,0.000980555555555556,0.0009675925925925928,49917.70334928228,831.961722488038,13.866028708133967,0,3.3730657778715694,0,16.68838526912183,0,0,0,1,0.006991666666666667,6908.224076281286,1.9189511323003572,0.059921914785265595,0.3313782991202346,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:00:00,ON,63.75,675.45,44.47,38.1,57.1,12.0,0.23,32,26.62,0.0,40.53,3.8299999999999983,63.75,16.644908616187998,0,0.0,26.62,0.23,0.32,0.257,3600,1.0,33.46134000000001,0,0,39600,44.47,0.0010638888888888885,0.0009837962962962962,45202.447058823534,753.3741176470589,12.556235294117648,0,3.650194251219016,0,16.644908616187998,0,0,0,1,0.007394444444444445,6013.974455296769,1.670548459804658,0.06007843137254899,0.6964809384164223,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:00:00,ON,65.45,740.9,40.55,38.3,56.1,13.0,0.35,11,27.13,0.0,44.45,3.9200000000000017,65.44999999999993,16.696428571428548,0,0.0,27.13,0.35,0.11,0.27799999999999997,3600,1.0,34.67214,0,0,43200,40.55,0.0010888888888888895,0.0009962962962962966,40700.743494423776,678.345724907063,11.305762081784382,0,3.747532764584853,0,16.696428571428548,0,0,0,1,0.007536111111111111,5380.759307040177,1.4946553630667159,0.059893048128342334,0.2829912023460411,LOW,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 13:00:00,ON,62.74,803.64,36.78,38.8,52.4,14.0,0.14,26,26.32,0.0,48.22,3.769999999999996,62.74000000000001,16.64190981432363,0,0.0,26.32,0.14,0.26,0.176,3600,1.0,30.95232,0,0,46800,36.78,0.001047222222222221,0.0010162037037037034,36193.53075170844,603.2255125284739,10.053758542141232,0,3.5923637226898997,0,16.64190981432363,0,0,0,1,0.007311111111111111,5030.699088145897,1.3974164133738602,0.06008925725215167,0.7126099706744868,LOW,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 14:00:00,ON,63.72,867.36,32.96,39.0,56.8,15.0,-0.26,13,26.62,0.0,52.04,3.8200000000000003,63.72000000000003,16.680628272251315,0,0.0,26.62,0.26,0.13,0.221,3600,1.0,32.50302000000001,0,0,50400,32.96,0.0010611111111111112,0.0010356481481481482,31825.480554313814,530.4246759052302,8.84041126508717,0,3.648476512747856,0,16.680628272251315,0,0,0,1,0.007394444444444445,4457.40045078888,1.2381667918858001,0.05994978028876332,0.39296187683284456,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 15:00:00,ON,63.62,930.98,29.14,39.0,54.1,16.0,-0.19,31,26.59,0.0,55.86,3.8200000000000003,63.620000000000005,16.654450261780106,0,0.0,26.59,0.19,0.31,0.22599999999999998,3600,1.0,32.59934,0,0,54000,29.14,0.0010611111111111112,0.001050462962962963,27740.149845747026,462.3358307624504,7.705597179374174,0,3.6427507178439815,0,16.654450261780106,0,0,0,1,0.007386111111111111,3945.2425723956376,1.0959007145543438,0.06004401131719585,0.6158357771260997,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 16:00:00,ON,66.75,997.72,25.14,38.4,56.3,17.0,0.44,6,27.52,0.0,59.86,4.0,66.74000000000001,16.685000000000002,0,0.0,27.52,0.44,0.06,0.326,3600,1.0,36.49152,0,0,57600,25.14,0.0011111111111111111,0.001072222222222222,23446.632124352338,390.77720207253896,6.5129533678756495,0,3.8213955188448185,0,16.685000000000002,0,0,0,1,0.007644444444444444,3288.6627906976746,0.9135174418604651,0.05993407252022774,0.36070381231671556,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 17:00:00,ON,63.38,1061.11,21.33,38.6,57.7,18.0,0.37,27,26.52,0.0,63.67,3.8100000000000023,63.38999999999987,16.63779527559051,0,0.0,26.52,0.37,0.27,0.34,3600,1.0,35.5368,0,0,61200,21.33,0.0010583333333333339,0.0010712962962962963,19910.458081244597,331.8409680207433,5.530682800345721,0,3.6295813895650664,0,16.63779527559051,0,0,0,1,0.007366666666666666,2895.475113122172,0.8042986425339367,0.060104117368670294,0.7331378299120235,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 18:00:00,ON,58.88,1119.99,17.8,38.3,52.5,19.0,-0.14,32,25.16,0.0,67.2,3.5299999999999976,58.88000000000011,16.67988668555245,0,0.0,25.16,0.14,0.32,0.194,3600,1.0,30.04104,0,0,64800,17.8,0.0009805555555555548,0.0010532407407407407,16900.21978021978,281.6703296703297,4.694505494505495,0,3.371348039400409,0,16.67988668555245,0,0,0,1,0.006988888888888889,2546.899841017488,0.7074721780604134,0.05995244565217376,0.39882697947214074,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 19:00:00,ON,55.23,1175.22,46.54,38.0,51.0,20.0,0.03,36,24.07,0.0,70.51,0.0,55.23000000000002,0.0,0,0.0,24.07,0.03,0.36,0.129,3600,1.0,27.17503,1,1,0,46.54,0.0,0.0008787037037037037,52964.38356164384,882.7397260273973,14.712328767123289,0,3.1623565254090407,0,0.0,0,0,0,0,0.006686111111111111,6960.697964270877,1.9335272122974658,0.0,0.018328445747800588,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 20:00:00,ON,58.31,1233.53,43.04,37.7,51.9,21.0,-0.28,23,24.99,0.0,74.01,3.5,58.309999999999945,16.659999999999986,0,0.0,24.99,0.28,0.23,0.265,3600,1.0,31.612350000000003,0,1,3600,43.04,0.0009722222222222222,0.0008638888888888889,49821.22186495177,830.3536977491962,13.839228295819936,0,3.338711008448324,0,16.659999999999986,0,0,0,1,0.006941666666666666,6200.240096038416,1.7222889155662267,0.06002400960384159,0.5806451612903226,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 21:00:00,ON,61.56,1295.09,39.35,37.0,54.2,22.0,-0.22,16,25.97,0.0,77.71,3.6899999999999977,61.559999999999945,16.68292682926829,0,0.0,25.97,0.22,0.16,0.202,3600,1.0,31.215939999999996,0,1,7200,39.35,0.0010249999999999994,0.0008578703703703703,45869.40097139774,764.4900161899624,12.741500269832706,0,3.524799342824195,0,16.68292682926829,0,0,0,1,0.007213888888888889,5454.755487100501,1.5152098575279171,0.059941520467836275,0.37683284457478006,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 22:00:00,ON,57.83,1352.92,35.88,36.9,52.5,23.0,0.13,1,24.85,0.0,81.18,3.469999999999999,57.830000000000155,16.665706051873247,0,0.0,24.85,0.13,0.01,0.094,3600,1.0,27.185900000000004,0,1,10800,35.88,0.0009638888888888886,0.0008333333333333331,43056.000000000015,717.6000000000003,11.960000000000004,0,3.3112271929097457,0,16.665706051873247,0,0,0,1,0.0069027777777777785,5197.907444668008,1.4438631790744467,0.060003458412588445,0.532258064516129,LOW,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 23:00:00,ON,58.32,1411.25,32.38,36.6,53.6,24.0,-0.13,16,25.0,0.0,84.67,3.5,58.32999999999993,16.665714285714266,0,0.0,25.0,0.13,0.16,0.139,3600,1.0,28.475,0,1,14400,32.38,0.0009722222222222222,0.0008189814814814812,39536.9135104579,658.9485585076317,10.982475975127196,0,3.3398561674290974,0,16.665714285714266,0,0,0,1,0.006944444444444444,4662.72,1.2952000000000001,0.06000342876735821,0.530791788856305,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 00:00:00,ON,61.98,1473.22,28.66,36.9,59.8,25.0,-0.41,32,26.09,0.0,88.39,3.7200000000000024,61.97000000000003,16.658602150537632,0,0.0,26.09,0.41,0.32,0.383,3600,1.0,36.08247,0,1,18000,28.66,0.001033333333333334,0.0008277777777777776,34622.818791946316,577.046979865772,9.617449664429532,0,3.548275101930079,0,16.658602150537632,0,0,0,1,0.007247222222222223,3954.6186278267533,1.0985051743963203,0.06002904631273198,0.5879765395894428,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 01:00:00,ON,56.39,1529.61,25.27,36.7,54.8,26.0,-0.28,25,24.42,0.0,91.78,3.3900000000000006,56.38999999999987,16.634218289085506,0,0.0,24.42,0.28,0.25,0.271,3600,1.0,31.03782,0,1,21600,25.27,0.0009416666666666668,0.0009847222222222221,25662.059238363894,427.7009873060649,7.128349788434415,0,3.228775746293959,0,16.634218289085506,0,0,0,1,0.006783333333333334,3725.307125307125,1.0348075348075347,0.06011704202872865,0.7478005865102639,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 02:00:00,ON,56.58,1586.19,21.88,36.9,50.4,27.0,-0.11,17,24.47,0.0,95.17,3.3900000000000006,56.580000000000155,16.690265486725707,0,0.0,24.47,0.11,0.17,0.128,3600,1.0,27.60216,0,1,25200,21.88,0.0009416666666666668,0.0009796296296296298,22334.971644612473,372.24952741020786,6.204158790170132,0,3.2396547566113334,0,16.690265486725707,0,0,0,1,0.006797222222222222,3218.9619942787085,0.8941561095218635,0.059915164369034844,0.3196480938416422,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 03:00:00,ON,61.98,1648.18,18.16,37.0,50.8,28.0,0.2,6,26.1,0.0,98.89,3.719999999999999,61.99000000000001,16.663978494623663,0,0.0,26.1,0.2,0.06,0.15799999999999997,3600,1.0,30.2238,0,1,28800,18.16,0.001033333333333333,0.0009810185185185184,18511.373289287403,308.52288815479005,5.142048135913168,0,3.5494202609108525,0,16.663978494623663,0,0,0,1,0.00725,2504.8275862068963,0.6957854406130267,0.060009678980480693,0.5527859237536656,MEDIUM,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 04:00:00,ON,64.54,1712.72,14.29,36.9,54.7,29.0,0.4,36,26.86,0.0,102.76,3.870000000000001,64.53999999999996,16.677002583979313,0,0.0,26.86,0.4,0.36,0.38799999999999996,3600,1.0,37.281679999999994,0,1,32400,14.29,0.0010750000000000002,0.0009995370370370373,14296.618805002312,238.27698008337185,3.9712830013895313,0,3.6954280309596106,0,16.677002583979313,0,0,0,1,0.007461111111111111,1915.2643335815337,0.5320178704393149,0.05996281375890925,0.4222873900293255,HIGH,MEDIUM
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 05:00:00,ON,70.67,1783.39,10.05,36.9,57.3,30.0,-0.1,32,28.7,0.0,107.0,4.239999999999998,70.67000000000007,16.6674528301887,0,0.0,28.7,0.1,0.32,0.16599999999999998,3600,2.0,33.4642,0,1,36000,10.05,0.0011777777777777774,0.0010337962962962963,9721.450962830273,162.0241827138379,2.7004030452306313,0,4.04641925856703,0,16.6674528301887,0,0,0,1,0.007972222222222223,1260.6271777003485,0.3501742160278746,0.05999716994481384,0.5161290322580645,HIGH,HIGH
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 06:00:00,ON,72.94,1856.33,5.67,37.0,56.0,31.0,-0.49,45,29.38,0.0,111.38,4.380000000000001,72.93999999999983,16.65296803652964,0,0.0,29.38,0.49,0.45,0.478,3600,2.0,43.42364,0,1,39600,5.67,0.001216666666666667,0.001064351851851852,5327.185732927359,88.78642888212265,1.479773814702044,0,4.176394802884932,0,16.65296803652964,0,0,0,1,0.00816111111111111,694.7583390061267,0.19298842750170186,0.06004935563476846,0.6334310850439883,HIGH,HIGH
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 07:00:00,ON,73.72,1930.04,1.25,36.6,60.0,32.0,-0.17,19,29.62,0.0,115.8,4.42,73.71000000000004,16.676470588235304,0,0.0,29.62,0.17,0.19,0.176,3600,2.0,34.83312,0,1,43200,1.25,0.0012277777777777777,0.001112037037037037,1124.0632805995003,18.734388009991672,0.31223980016652786,0,4.220483423644766,0,16.676470588235304,0,0,0,1,0.008227777777777778,151.92437542201213,0.04220121539500337,0.05996472663139327,0.43255131964809385,HIGH,HIGH
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 08:00:00,ON,71.58,2001.63,0.0,37.5,57.7,33.0,-0.25,29,28.97,0.0,120.1,1.25,71.59000000000015,57.27200000000012,0,0.0,28.97,0.25,0.29,0.262,3600,2.0,36.56014,0,1,46800,0.0,0.00034722222222222224,0.0010129629629629627,0.0,0.0,0.0,0,4.099096571682665,0,57.27200000000012,0,0,0,1,0.008047222222222221,0.0,0.0,0.017460539181449887,0.039589442815249266,HIGH,HIGH
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 09:00:00,OFF,0.0,2001.63,0.0,37.5,2.9,33.0,-0.01,4,0.0,0.0,120.1,-0.0,0.0,0.0,0,0.0,0.0,0.01,0.04,0.019,0,0.0,0.0,0,1,50400,0.0,-0.0,0.0008407407407407407,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,HIGH,
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 10:00:00,ON,0.0,2001.63,44.98,38.1,25.7,33.0,0.27,16,0.0,0.03,120.1,0.0,0.0,0.0,1,0.03,0.0,0.27,0.16,0.237,3600,0.0,0.0,1,2,0,44.98,0.0,0.000661574074074074,67989.36319104269,1133.1560531840448,18.885934219734082,0,0.0,0,0.0,0,0,0,0,8.333333333333334e-06,5397599.999999999,1499.333333333333,0.0,0.0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 11:00:00,ON,7.91,2009.54,44.5,38.4,36.6,34.0,0.25,36,9.87,0.0,120.57,0.4799999999999969,7.9099999999998545,16.479166666666472,0,0.0,9.87,0.25,0.36,0.283,3600,0.0,12.663209999999998,0,2,3600,44.5,0.00013333333333333247,0.00048749999999999987,91282.05128205131,1521.367521367522,25.356125356125364,0,0.45291037689634334,0,16.479166666666472,0,0,0,1,0.0027416666666666666,16231.003039513678,4.508611955420466,0.06068268015170742,0.9706744868035191,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 12:00:00,ON,14.77,2024.3,43.62,38.2,41.6,35.0,-0.11,22,11.93,0.0,121.46,0.8800000000000026,14.759999999999991,16.772727272727213,0,0.0,11.93,0.11,0.22,0.14300000000000002,3600,0.0,13.63599,0,2,7200,43.62,0.00024444444444444513,0.00032546296296296295,134024.466571835,2233.741109530583,37.22901849217639,0,0.8451273278116493,0,16.772727272727213,0,0,0,1,0.003313888888888889,13162.782900251466,3.656328583403185,0.05962059620596227,0.10557184750733138,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 13:00:00,ON,11.06,2035.37,42.95,37.6,34.4,36.0,0.34,2,10.82,0.0,122.12,0.6699999999999946,11.069999999999936,16.52238805970153,0,0.0,10.82,0.34,0.02,0.244,3600,0.0,13.46008,0,2,10800,42.95,0.0001861111111111096,0.00015185185185185158,282841.46341463464,4714.024390243911,78.56707317073185,0,0.6338454958587337,0,16.52238805970153,0,0,0,1,0.0030055555555555556,14290.203327171905,3.969500924214418,0.06052393857271892,0.9530791788856305,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 14:00:00,ON,12.18,2047.55,42.22,37.7,35.9,37.0,0.38,16,11.15,0.0,122.85,0.730000000000004,12.180000000000064,16.68493150684931,0,0.0,11.15,0.38,0.16,0.31399999999999995,3600,0.0,14.651100000000001,0,2,14400,42.22,0.00020277777777777888,0.00012777777777777768,330417.3913043481,5506.956521739135,91.78260869565224,0,0.697401819291731,0,16.68493150684931,0,0,0,1,0.003097222222222222,13631.569506726457,3.7865470852017937,0.05993431855500822,0.36363636363636365,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 15:00:00,ON,17.76,2065.31,41.15,37.8,45.0,38.0,-0.2,25,12.83,0.0,123.92,1.0700000000000003,17.75999999999999,16.59813084112148,0,0.0,12.83,0.2,0.25,0.21499999999999997,3600,0.0,15.588449999999998,0,2,18000,41.15,0.0002972222222222223,0.00017731481481481474,232073.10704960843,3867.885117493474,64.46475195822457,0,1.0169011749278383,0,16.59813084112148,0,0,0,1,0.003563888888888889,11546.375681995323,3.2073265783320344,0.06024774774774779,0.8665689149560117,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 16:00:00,ON,22.72,2088.03,39.79,38.1,51.7,39.0,0.3,0,14.32,0.0,125.28,1.3599999999999994,22.720000000000255,16.70588235294137,0,0.0,14.32,0.3,0.0,0.21,3600,0.0,17.3272,0,2,21600,39.79,0.0003777777777777776,0.0002402777777777777,165600.00000000006,2760.000000000001,46.000000000000014,0,1.3009006021599527,0,16.70588235294137,0,0,0,1,0.003977777777777778,10003.072625698323,2.778631284916201,0.05985915492957677,0.25219941348973607,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 17:00:00,ON,15.86,2103.89,38.84,37.4,45.0,40.0,0.17,24,12.26,0.0,126.23,0.9499999999999957,15.859999999999673,16.694736842104994,0,0.0,12.26,0.17,0.24,0.191,3600,0.0,14.60166,0,2,25200,38.84,0.0002638888888888877,0.0002620370370370369,148223.3215547704,2470.388692579507,41.17314487632511,0,0.9081110717542338,0,16.694736842104994,0,0,0,1,0.0034055555555555553,11404.893964110932,3.1680261011419257,0.059899117276167424,0.2932551319648094,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 18:00:00,ON,10.34,2114.23,38.22,37.3,39.7,41.0,-0.46,14,10.6,0.0,126.85,0.6200000000000045,10.340000000000146,16.677419354838822,0,0.0,10.6,0.46,0.14,0.364,3600,0.0,14.458399999999997,0,2,28800,38.22,0.00017222222222222348,0.00024999999999999995,152880.00000000003,2548.0000000000005,42.466666666666676,0,0.592047193060473,0,16.677419354838822,0,0,0,1,0.0029444444444444444,12980.377358490567,3.6056603773584905,0.05996131528046381,0.42008797653958946,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 19:00:00,ON,8.1,2122.33,37.73,37.0,39.2,42.0,0.12,3,9.93,0.0,127.34,0.490000000000002,8.099999999999909,16.530612244897707,0,0.0,9.93,0.12,0.03,0.09299999999999999,3600,0.0,10.853489999999999,0,2,32400,37.73,0.00013611111111111167,0.00024166666666666694,156124.1379310343,2602.068965517238,43.36781609195397,0,0.4637893872137051,0,16.530612244897707,0,0,0,1,0.002758333333333333,13678.549848942597,3.7995971802618325,0.06049382716049475,0.9457478005865103,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 20:00:00,ON,13.57,2135.9,36.92,36.7,40.3,43.0,-0.37,49,11.57,0.0,128.15,0.8099999999999952,13.570000000000164,16.753086419753387,0,0.0,11.57,0.37,0.49,0.406,3600,0.0,16.26742,0,2,36000,36.92,0.00022499999999999867,0.00024537037037037024,150466.4150943397,2507.7735849056617,41.79622641509436,0,0.776990368455571,0,16.753086419753387,0,0,0,1,0.003213888888888889,11487.640449438202,3.191011235955056,0.05969049373618168,0.13636363636363635,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-02 21:00:00,ON,13.83,2149.74,36.09,36.5,35.2,44.0,-0.42,36,11.65,0.0,128.98,0.8299999999999983,13.83999999999969,16.674698795180383,0,0.0,11.65,0.42,0.36,0.40199999999999997,3600,0.0,16.333299999999998,0,2,39600,36.09,0.00023055555555555508,0.00023425925925925903,154060.07905138357,2567.667984189726,42.794466403162104,0,0.7924500146960008,0,16.674698795180383,0,0,0,1,0.003236111111111111,11152.27467811159,3.0978540772532193,0.05997109826589717,0.45161290322580644,LOW,LOW
