vehicleId,engineState,unixTime,timestamp,speed_mph,rpm,moving,engineHours_hr,odometer_miles,load_pct,engineCoolantTemp_F,engineCoolantLevel_pct,engineOilTemp_F,engineOilPressure
VEH_001,ON,1704078600,01/01/2024 3:10,31,1600,1,3.17,1.99,31,210,90,230,25
VEH_001,ON,1704078900,01/01/2024 3:15,60,1800,1,3.25,2.07,60,220,85,245,15
VEH_001,ON,1704079200,01/01/2024 3:20,61,700,1,3.33,2.16,61,235,80,170,55
VEH_001,ON,1704079500,01/01/2024 3:25,80,900,1,3.42,2.27,80,250,75,190,45
VEH_001,OFF,1704079800,01/01/2024 3:30,0,1200,0,3.5,2.27,20,180,100,210,35
VEH_001,ON,1704080100,01/01/2024 3:35,10,1600,1,3.58,2.28,30,195,95,230,25
VEH_001,ON,1704080400,01/01/2024 3:40,30,1800,1,3.67,2.32,31,210,90,245,15
VEH_001,ON,1704080700,01/01/2024 3:45,31,700,1,3.75,2.37,60,220,85,170,55
VEH_001,ON,1704081000,01/01/2024 3:50,60,900,1,3.83,2.45,61,235,80,190,45
VEH_001,ON,1704081300,01/01/2024 3:55,61,1200,1,3.92,2.53,80,250,75,210,35
VEH_001,ON,1704081600,01/01/2024 4:00,80,1600,1,4,2.64,20,180,100,230,25
VEH_001,OFF,1704081900,01/01/2024 4:05,0,1800,0,4.08,2.64,30,195,95,245,15
VEH_001,ON,1704082200,01/01/2024 4:10,10,700,1,4.17,2.66,31,210,90,170,55
VEH_001,ON,1704082500,01/01/2024 4:15,30,900,1,4.25,2.7,60,220,85,190,45
VEH_001,ON,1704082800,01/01/2024 4:20,31,1200,1,4.33,2.74,61,235,80,210,35
VEH_001,ON,1704083100,01/01/2024 4:25,60,1600,1,4.42,2.83,80,250,75,230,25
VEH_001,ON,1704083400,01/01/2024 4:30,61,1800,1,4.5,2.91,20,180,100,245,15
VEH_001,ON,1704083700,01/01/2024 4:35,80,700,1,4.58,3.02,30,195,95,170,55
VEH_001,OFF,1704084000,01/01/2024 4:40,0,900,0,4.67,3.02,31,210,90,190,45
VEH_001,ON,1704084300,01/01/2024 4:45,10,1200,1,4.75,3.04,60,220,85,210,35
VEH_001,ON,1704084600,01/01/2024 4:50,30,1600,1,4.83,3.08,61,235,80,230,25
VEH_001,ON,1704084900,01/01/2024 4:55,31,1800,1,4.92,3.12,80,250,75,245,15
VEH_001,ON,1704085200,01/01/2024 5:00,60,700,1,5,3.2,20,180,100,170,55
VEH_001,ON,1704085500,01/01/2024 5:05,61,900,1,5.08,3.29,30,195,95,190,45
VEH_001,ON,1704085800,01/01/2024 5:10,80,1200,1,5.17,3.4,31,210,90,210,35
VEH_001,OFF,1704086100,01/01/2024 5:15,0,1600,0,5.25,3.4,60,220,85,230,25
VEH_001,ON,1704086400,01/01/2024 5:20,10,1800,1,5.33,3.41,61,235,80,245,15
VEH_001,ON,1704086700,01/01/2024 5:25,30,700,1,5.42,3.46,80,250,75,170,55
VEH_001,ON,1704087000,01/01/2024 5:30,31,900,1,5.5,3.5,20,180,100,190,45
VEH_001,ON,1704087300,01/01/2024 5:35,60,1200,1,5.58,3.58,30,195,95,210,35
VEH_001,ON,1704087600,01/01/2024 5:40,61,1600,1,5.67,3.67,31,210,90,230,25
VEH_001,ON,1704087900,01/01/2024 5:45,80,1800,1,5.75,3.78,60,220,85,245,15
VEH_001,OFF,1704088200,01/01/2024 5:50,0,700,0,5.83,3.78,61,235,80,170,55
VEH_001,ON,1704088500,01/01/2024 5:55,10,900,1,5.92,3.79,80,250,75,190,45
VEH_001,ON,1704088800,01/01/2024 6:00,30,1200,1,6,3.83,20,180,100,210,35
VEH_001,ON,1704089100,01/01/2024 6:05,31,1600,1,6.08,3.88,30,195,95,230,25
VEH_001,ON,1704089400,01/01/2024 6:10,60,1800,1,6.17,3.96,31,210,90,245,15
VEH_001,ON,1704089700,01/01/2024 6:15,61,700,1,6.25,4.04,60,220,85,170,55
VEH_001,ON,1704090000,01/01/2024 6:20,80,900,1,6.33,4.16,61,235,80,190,45
VEH_001,OFF,1704090300,01/01/2024 6:25,0,1200,0,6.42,4.16,80,250,75,210,35
VEH_001,ON,1704090600,01/01/2024 6:30,10,1600,1,6.5,4.17,20,180,100,230,25
VEH_001,ON,1704090900,01/01/2024 6:35,30,1800,1,6.58,4.21,30,195,95,245,15
VEH_001,ON,1704091200,01/01/2024 6:40,31,700,1,6.67,4.25,31,210,90,170,55
VEH_001,ON,1704091500,01/01/2024 6:45,60,900,1,6.75,4.34,60,220,85,190,45
VEH_001,ON,1704091800,01/01/2024 6:50,61,1200,1,6.83,4.42,61,235,80,210,35
VEH_001,ON,1704092100,01/01/2024 6:55,80,1600,1,6.92,4.53,80,250,75,230,25
VEH_001,OFF,1704092400,01/01/2024 7:00,0,1800,0,7,4.53,20,180,100,245,15
VEH_001,ON,1704092700,01/01/2024 7:05,10,700,1,7.08,4.55,30,195,95,170,55
VEH_001,ON,1704093000,01/01/2024 7:10,30,900,1,7.17,4.59,31,210,90,190,45
VEH_001,ON,1704093300,01/01/2024 7:15,31,1200,1,7.25,4.63,60,220,85,210,35
VEH_001,ON,1704093600,01/01/2024 7:20,60,1600,1,7.33,4.72,61,235,80,230,25
VEH_001,ON,1704093900,01/01/2024 7:25,61,1800,1,7.42,4.8,80,250,75,245,15
VEH_001,ON,1704094200,01/01/2024 7:30,80,700,1,7.5,4.91,20,180,100,170,55
VEH_001,OFF,1704094500,01/01/2024 7:35,0,900,0,7.58,4.91,30,195,95,190,45
VEH_001,ON,1704094800,01/01/2024 7:40,10,1200,1,7.67,4.92,31,210,90,210,35
VEH_001,ON,1704095100,01/01/2024 7:45,30,1600,1,7.75,4.97,60,220,85,230,25
VEH_001,ON,1704095400,01/01/2024 7:50,31,1800,1,7.83,5.01,61,235,80,245,15
VEH_001,ON,1704095700,01/01/2024 7:55,60,700,1,7.92,5.09,80,250,75,170,55
VEH_001,ON,1704096000,01/01/2024 8:00,61,900,1,8,5.18,20,180,100,190,45
VEH_001,ON,1704096300,01/01/2024 8:05,80,1200,1,8.08,5.29,30,195,95,210,35
VEH_001,OFF,1704096600,01/01/2024 8:10,0,1600,0,8.17,5.29,31,210,90,230,25
VEH_001,ON,1704096900,01/01/2024 8:15,10,1800,1,8.25,5.3,60,220,85,245,15
VEH_001,ON,1704097200,01/01/2024 8:20,30,700,1,8.33,5.34,61,235,80,170,55
VEH_001,ON,1704097500,01/01/2024 8:25,31,900,1,8.42,5.39,80,250,75,190,45
VEH_001,ON,1704097800,01/01/2024 8:30,60,1200,1,8.5,5.47,20,180,100,210,35
VEH_001,ON,1704098100,01/01/2024 8:35,61,1600,1,8.58,5.56,30,195,95,230,25
VEH_001,ON,1704098400,01/01/2024 8:40,80,1800,1,8.67,5.67,31,210,90,245,15
VEH_001,OFF,1704098700,01/01/2024 8:45,0,700,0,8.75,5.67,60,220,85,170,55
VEH_001,ON,1704099000,01/01/2024 8:50,10,900,1,8.83,5.68,61,235,80,190,45
VEH_001,ON,1704099300,01/01/2024 8:55,30,1200,1,8.92,5.72,80,250,75,210,35
VEH_001,ON,1704099600,01/01/2024 9:00,31,1600,1,9,5.77,20,180,100,230,25
VEH_001,ON,1704099900,01/01/2024 9:05,60,1800,1,9.08,5.85,30,195,95,245,15
VEH_001,ON,1704100200,01/01/2024 9:10,61,700,1,9.17,5.93,31,210,90,170,55
VEH_001,ON,1704100500,01/01/2024 9:15,80,900,1,9.25,6.04,60,220,85,190,45
VEH_001,OFF,1704100800,01/01/2024 9:20,0,1200,0,9.33,6.04,61,235,80,210,35
VEH_001,ON,1704101100,01/01/2024 9:25,10,1600,1,9.42,6.06,80,250,75,230,25
VEH_001,ON,1704101400,01/01/2024 9:30,30,1800,1,9.5,6.1,20,180,100,245,15
VEH_001,ON,1704101700,01/01/2024 9:35,31,700,1,9.58,6.14,30,195,95,170,55
VEH_001,ON,1704102000,01/01/2024 9:40,60,900,1,9.67,6.23,31,210,90,190,45
VEH_001,ON,1704102300,01/01/2024 9:45,61,1200,1,9.75,6.31,60,220,85,210,35
VEH_001,ON,1704102600,01/01/2024 9:50,80,1600,1,9.83,6.42,61,235,80,230,25
VEH_001,OFF,1704102900,01/01/2024 9:55,0,1800,0,9.92,6.42,80,250,75,245,15
VEH_001,ON,1704103200,01/01/2024 10:00,10,700,1,10,6.44,20,180,100,170,55
VEH_001,ON,1704103500,01/01/2024 10:05,30,900,1,10.08,6.48,30,195,95,190,45
VEH_001,ON,1704103800,01/01/2024 10:10,31,1200,1,10.17,6.52,31,210,90,210,35
VEH_001,ON,1704104100,01/01/2024 10:15,60,1600,1,10.25,6.6,60,220,85,230,25
VEH_001,ON,1704104400,01/01/2024 10:20,61,1800,1,10.33,6.69,61,235,80,245,15
VEH_001,ON,1704104700,01/01/2024 10:25,80,700,1,10.42,6.8,80,250,75,170,55
VEH_001,OFF,1704105000,01/01/2024 10:30,0,900,0,10.5,6.8,20,180,100,190,45
VEH_001,ON,1704105300,01/01/2024 10:35,10,1200,1,10.58,6.81,30,195,95,210,35
VEH_001,ON,1704105600,01/01/2024 10:40,30,1600,1,10.67,6.86,31,210,90,230,25
VEH_001,ON,1704105900,01/01/2024 10:45,31,1800,1,10.75,6.9,60,220,85,245,15
VEH_001,ON,1704106200,01/01/2024 10:50,60,700,1,10.83,6.98,61,235,80,170,55
VEH_001,ON,1704106500,01/01/2024 10:55,61,900,1,10.92,7.07,80,250,75,190,45
VEH_001,ON,1704106800,01/01/2024 11:00,80,1200,1,11,7.18,20,180,100,210,35
VEH_001,OFF,1704107100,01/01/2024 11:05,0,1600,0,11.08,7.18,30,195,95,230,25
VEH_001,ON,1704107400,01/01/2024 11:10,10,1800,1,11.17,7.19,31,210,90,245,15
VEH_001,ON,1704107700,01/01/2024 11:15,30,700,1,11.25,7.23,60,220,85,170,55
VEH_001,ON,1704108000,01/01/2024 11:20,31,900,1,11.33,7.28,61,235,80,190,45
VEH_001,ON,1704108300,01/01/2024 11:25,60,1200,1,11.42,7.36,80,250,75,210,35
VEH_001,ON,1704108600,01/01/2024 11:30,61,1600,1,11.5,7.44,20,180,100,230,25
VEH_001,ON,1704108900,01/01/2024 11:35,80,1800,1,11.58,7.56,30,195,95,245,15
VEH_001,OFF,1704109200,01/01/2024 11:40,0,700,0,11.67,7.56,31,210,90,170,55
VEH_001,ON,1704109500,01/01/2024 11:45,10,900,1,11.75,7.57,60,220,85,190,45
VEH_001,ON,1704109800,01/01/2024 11:50,30,1200,1,11.83,7.61,61,235,80,210,35
VEH_001,ON,1704110100,01/01/2024 11:55,31,1600,1,11.92,7.65,80,250,75,230,25
VEH_001,ON,1704110400,01/01/2024 12:00,60,1800,1,12,7.74,20,180,100,245,15
VEH_001,ON,1704110700,01/01/2024 12:05,61,700,1,12.08,7.82,30,195,95,170,55
VEH_001,ON,1704111000,01/01/2024 12:10,80,900,1,12.17,7.93,31,210,90,190,45
VEH_001,OFF,1704111300,01/01/2024 12:15,0,1200,0,12.25,7.93,60,220,85,210,35
VEH_001,ON,1704111600,01/01/2024 12:20,10,1600,1,12.33,7.95,61,235,80,230,25
VEH_001,ON,1704111900,01/01/2024 12:25,30,1800,1,12.42,7.99,80,250,75,245,15
VEH_001,ON,1704112200,01/01/2024 12:30,31,700,1,12.5,8.03,20,180,100,170,55
VEH_001,ON,1704112500,01/01/2024 12:35,60,900,1,12.58,8.12,30,195,95,190,45
VEH_001,ON,1704112800,01/01/2024 12:40,61,1200,1,12.67,8.2,31,210,90,210,35
VEH_001,ON,1704113100,01/01/2024 12:45,80,1600,1,12.75,8.31,60,220,85,230,25
VEH_001,OFF,1704113400,01/01/2024 12:50,0,1800,0,12.83,8.31,61,235,80,245,15
VEH_001,ON,1704113700,01/01/2024 12:55,10,700,1,12.92,8.32,80,250,75,170,55
VEH_001,ON,1704114000,01/01/2024 13:00,30,900,1,13,8.37,20,180,100,190,45
VEH_001,ON,1704114300,01/01/2024 13:05,31,1200,1,13.08,8.41,30,195,95,210,35
VEH_001,ON,1704114600,01/01/2024 13:10,60,1600,1,13.17,8.49,31,210,90,230,25
VEH_001,ON,1704114900,01/01/2024 13:15,61,1800,1,13.25,8.58,60,220,85,245,15
VEH_001,ON,1704115200,01/01/2024 13:20,80,700,1,13.33,8.69,61,235,80,170,55
VEH_001,OFF,1704115500,01/01/2024 13:25,0,900,0,13.42,8.69,80,250,75,190,45
VEH_001,ON,1704115800,01/01/2024 13:30,10,1200,1,13.5,8.7,20,180,100,210,35
VEH_001,ON,1704116100,01/01/2024 13:35,30,1600,1,13.58,8.74,30,195,95,230,25
VEH_001,ON,1704116400,01/01/2024 13:40,31,1800,1,13.67,8.79,31,210,90,245,15
VEH_001,ON,1704116700,01/01/2024 13:45,60,700,1,13.75,8.87,60,220,85,170,55
VEH_001,ON,1704117000,01/01/2024 13:50,61,900,1,13.83,8.96,61,235,80,190,45
VEH_001,ON,1704117300,01/01/2024 13:55,80,1200,1,13.92,9.07,80,250,75,210,35
VEH_001,OFF,1704117600,01/01/2024 14:00,0,1600,0,14,9.07,20,180,100,230,25
VEH_001,ON,1704117900,01/01/2024 14:05,10,1800,1,14.08,9.08,30,195,95,245,15
VEH_001,ON,1704118200,01/01/2024 14:10,30,700,1,14.17,9.12,31,210,90,170,55
VEH_001,ON,1704118500,01/01/2024 14:15,31,900,1,14.25,9.17,60,220,85,190,45
VEH_001,ON,1704118800,01/01/2024 14:20,60,1200,1,14.33,9.25,61,235,80,210,35
VEH_001,ON,1704119100,01/01/2024 14:25,61,1600,1,14.42,9.33,80,250,75,230,25
VEH_001,ON,1704119400,01/01/2024 14:30,80,1800,1,14.5,9.44,20,180,100,245,15
VEH_001,OFF,1704119700,01/01/2024 14:35,0,700,0,14.58,9.44,30,195,95,170,55
VEH_001,ON,1704120000,01/01/2024 14:40,10,900,1,14.67,9.46,31,210,90,190,45
VEH_001,ON,1704120300,01/01/2024 14:45,30,1200,1,14.75,9.5,60,220,85,210,35
VEH_001,ON,1704120600,01/01/2024 14:50,31,1600,1,14.83,9.54,61,235,80,230,25
VEH_001,ON,1704120900,01/01/2024 14:55,60,1800,1,14.92,9.63,80,250,75,245,15
VEH_001,ON,1704121200,01/01/2024 15:00,61,700,1,15,9.71,20,180,100,170,55
VEH_001,ON,1704121500,01/01/2024 15:05,80,900,1,15.08,9.82,30,195,95,190,45
VEH_001,OFF,1704121800,01/01/2024 15:10,0,1200,0,15.17,9.82,31,210,90,210,35
VEH_001,ON,1704122100,01/01/2024 15:15,10,1600,1,15.25,9.84,60,220,85,230,25
VEH_001,ON,1704122400,01/01/2024 15:20,30,1800,1,15.33,9.88,61,235,80,245,15
VEH_001,ON,1704122700,01/01/2024 15:25,31,700,1,15.42,9.92,80,250,75,170,55
VEH_001,ON,1704123000,01/01/2024 15:30,60,900,1,15.5,10,20,180,100,190,45
VEH_001,ON,1704123300,01/01/2024 15:35,61,1200,1,15.58,10.09,30,195,95,210,35
VEH_001,ON,1704123600,01/01/2024 15:40,80,1600,1,15.67,10.2,31,210,90,230,25
VEH_001,OFF,1704123900,01/01/2024 15:45,0,1800,0,15.75,10.2,60,220,85,245,15
VEH_001,ON,1704124200,01/01/2024 15:50,10,700,1,15.83,10.21,61,235,80,170,55
VEH_001,ON,1704124500,01/01/2024 15:55,30,900,1,15.92,10.26,80,250,75,190,45
VEH_001,ON,1704124800,01/01/2024 16:00,31,1200,1,16,10.3,20,180,100,210,35
VEH_001,ON,1704125100,01/01/2024 16:05,60,1600,1,16.08,10.38,30,195,95,230,25
VEH_001,ON,1704125400,01/01/2024 16:10,61,1800,1,16.17,10.47,31,210,90,245,15
VEH_001,ON,1704125700,01/01/2024 16:15,80,700,1,16.25,10.58,60,220,85,170,55
VEH_001,OFF,1704126000,01/01/2024 16:20,0,900,0,16.33,10.58,61,235,80,190,45
VEH_001,ON,1704126300,01/01/2024 16:25,10,1200,1,16.42,10.59,80,250,75,210,35
VEH_001,ON,1704126600,01/01/2024 16:30,30,1600,1,16.5,10.63,20,180,100,230,25
VEH_001,ON,1704126900,01/01/2024 16:35,31,1800,1,16.58,10.68,30,195,95,245,15
VEH_001,ON,1704127200,01/01/2024 16:40,60,700,1,16.67,10.76,31,210,90,170,55
VEH_001,ON,1704127500,01/01/2024 16:45,61,900,1,16.75,10.84,60,220,85,190,45
VEH_001,ON,1704127800,01/01/2024 16:50,80,1200,1,16.83,10.96,61,235,80,210,35
VEH_001,OFF,1704128100,01/01/2024 16:55,0,1600,0,16.92,10.96,80,250,75,230,25
VEH_001,ON,1704128400,01/01/2024 17:00,10,1800,1,17,10.97,20,180,100,245,15
VEH_001,ON,1704128700,01/01/2024 17:05,30,700,1,17.08,11.01,30,195,95,170,55
VEH_001,ON,1704129000,01/01/2024 17:10,31,900,1,17.17,11.05,31,210,90,190,45
VEH_001,ON,1704129300,01/01/2024 17:15,60,1200,1,17.25,11.14,60,220,85,210,35
VEH_001,ON,1704129600,01/01/2024 17:20,61,1600,1,17.33,11.22,61,235,80,230,25
VEH_001,ON,1704129900,01/01/2024 17:25,80,1800,1,17.42,11.33,80,250,75,245,15
VEH_001,OFF,1704130200,01/01/2024 17:30,0,700,0,17.5,11.33,20,180,100,170,55
VEH_001,ON,1704130500,01/01/2024 17:35,10,900,1,17.58,11.35,30,195,95,190,45
VEH_001,ON,1704130800,01/01/2024 17:40,30,1200,1,17.67,11.39,31,210,90,210,35
VEH_001,ON,1704131100,01/01/2024 17:45,31,1600,1,17.75,11.43,60,220,85,230,25
VEH_001,ON,1704131400,01/01/2024 17:50,60,1800,1,17.83,11.52,61,235,80,245,15
VEH_001,ON,1704131700,01/01/2024 17:55,61,700,1,17.92,11.6,80,250,75,170,55
VEH_001,ON,1704132000,01/01/2024 18:00,80,900,1,18,11.71,20,180,100,190,45
VEH_001,OFF,1704132300,01/01/2024 18:05,0,1200,0,18.08,11.71,30,195,95,210,35
VEH_001,ON,1704132600,01/01/2024 18:10,10,1600,1,18.17,11.72,31,210,90,230,25
VEH_001,ON,1704132900,01/01/2024 18:15,30,1800,1,18.25,11.77,60,220,85,245,15
VEH_001,ON,1704133200,01/01/2024 18:20,31,700,1,18.33,11.81,61,235,80,170,55
VEH_001,ON,1704133500,01/01/2024 18:25,60,900,1,18.42,11.89,80,250,75,190,45
VEH_001,ON,1704133800,01/01/2024 18:30,61,1200,1,18.5,11.98,20,180,100,210,35
VEH_001,ON,1704134100,01/01/2024 18:35,80,1600,1,18.58,12.09,30,195,95,230,25
VEH_001,OFF,1704134400,01/01/2024 18:40,0,1800,0,18.67,12.09,31,210,90,245,15
VEH_001,ON,1704134700,01/01/2024 18:45,10,700,1,18.75,12.1,60,220,85,170,55
VEH_001,ON,1704135000,01/01/2024 18:50,30,900,1,18.83,12.14,61,235,80,190,45
VEH_001,ON,1704135300,01/01/2024 18:55,31,1200,1,18.92,12.19,80,250,75,210,35
VEH_001,ON,1704135600,01/01/2024 19:00,60,1600,1,19,12.27,20,180,100,230,25
VEH_001,ON,1704135900,01/01/2024 19:05,61,1800,1,19.08,12.36,30,195,95,245,15
VEH_001,ON,1704136200,01/01/2024 19:10,80,700,1,19.17,12.47,31,210,90,170,55
VEH_001,OFF,1704136500,01/01/2024 19:15,0,900,0,19.25,12.47,60,220,85,190,45
VEH_001,ON,1704136800,01/01/2024 19:20,10,1200,1,19.33,12.48,61,235,80,210,35
VEH_001,ON,1704137100,01/01/2024 19:25,30,1600,1,19.42,12.52,80,250,75,230,25
VEH_001,ON,1704137400,01/01/2024 19:30,31,1800,1,19.5,12.57,20,180,100,245,15
VEH_001,ON,1704137700,01/01/2024 19:35,60,700,1,19.58,12.65,30,195,95,170,55
VEH_001,ON,1704138000,01/01/2024 19:40,61,900,1,19.67,12.73,31,210,90,190,45
VEH_001,ON,1704138300,01/01/2024 19:45,80,1200,1,19.75,12.84,60,220,85,210,35
VEH_001,OFF,1704138600,01/01/2024 19:50,0,1600,0,19.83,12.84,61,235,80,230,25
VEH_001,ON,1704138900,01/01/2024 19:55,10,1800,1,19.92,12.86,80,250,75,245,15
VEH_001,ON,1704139200,01/01/2024 20:00,30,700,1,20,12.9,20,180,100,170,55
VEH_001,ON,1704139500,01/01/2024 20:05,31,900,1,20.08,12.94,30,195,95,190,45
VEH_001,ON,1704139800,01/01/2024 20:10,60,1200,1,20.17,13.03,31,210,90,210,35
VEH_001,ON,1704140100,01/01/2024 20:15,61,1600,1,20.25,13.11,60,220,85,230,25
VEH_001,ON,1704140400,01/01/2024 20:20,80,1800,1,20.33,13.22,61,235,80,245,15
VEH_001,OFF,1704140700,01/01/2024 20:25,0,700,0,20.42,13.22,80,250,75,170,55
VEH_001,ON,1704141000,01/01/2024 20:30,10,900,1,20.5,13.24,20,180,100,190,45
VEH_001,ON,1704141300,01/01/2024 20:35,30,1200,1,20.58,13.28,30,195,95,210,35
VEH_001,ON,1704141600,01/01/2024 20:40,31,1600,1,20.67,13.32,31,210,90,230,25
VEH_001,ON,1704141900,01/01/2024 20:45,60,1800,1,20.75,13.4,60,220,85,245,15
VEH_001,ON,1704142200,01/01/2024 20:50,61,700,1,20.83,13.49,61,235,80,170,55
VEH_001,ON,1704142500,01/01/2024 20:55,80,900,1,20.92,13.6,80,250,75,190,45
VEH_001,OFF,1704142800,01/01/2024 21:00,0,1200,0,21,13.6,20,180,100,210,35
VEH_001,ON,1704143100,01/01/2024 21:05,10,1600,1,21.08,13.61,30,195,95,230,25
VEH_001,ON,1704143400,01/01/2024 21:10,30,1800,1,21.17,13.66,31,210,90,245,15
VEH_001,ON,1704143700,01/01/2024 21:15,31,700,1,21.25,13.7,60,220,85,170,55
VEH_001,ON,1704144000,01/01/2024 21:20,60,900,1,21.33,13.78,61,235,80,190,45
VEH_001,ON,1704144300,01/01/2024 21:25,61,1200,1,21.42,13.87,80,250,75,210,35
VEH_001,ON,1704144600,01/01/2024 21:30,80,1600,1,21.5,13.98,20,180,100,230,25
VEH_001,OFF,1704144900,01/01/2024 21:35,0,1800,0,21.58,13.98,30,195,95,245,15
VEH_001,ON,1704145200,01/01/2024 21:40,10,700,1,21.67,13.99,31,210,90,170,55
VEH_001,ON,1704145500,01/01/2024 21:45,30,900,1,21.75,14.03,60,220,85,190,45
VEH_001,ON,1704145800,01/01/2024 21:50,31,1200,1,21.83,14.08,61,235,80,210,35
VEH_001,ON,1704146100,01/01/2024 21:55,60,1600,1,21.92,14.16,80,250,75,230,25
VEH_001,ON,1704146400,01/01/2024 22:00,61,1800,1,22,14.24,20,180,100,245,15
VEH_001,ON,1704146700,01/01/2024 22:05,80,700,1,22.08,14.36,30,195,95,170,55
VEH_001,OFF,1704147000,01/01/2024 22:10,0,900,0,22.17,14.36,31,210,90,190,45
VEH_001,ON,1704147300,01/01/2024 22:15,10,1200,1,22.25,14.37,60,220,85,210,35
VEH_001,ON,1704147600,01/01/2024 22:20,30,1600,1,22.33,14.41,61,235,80,230,25
VEH_001,ON,1704147900,01/01/2024 22:25,31,1800,1,22.42,14.45,80,250,75,245,15
VEH_001,ON,1704148200,01/01/2024 22:30,60,700,1,22.5,14.54,20,180,100,170,55
VEH_001,ON,1704148500,01/01/2024 22:35,61,900,1,22.58,14.62,30,195,95,190,45
VEH_001,ON,1704148800,01/01/2024 22:40,80,1200,1,22.67,14.73,31,210,90,210,35
VEH_001,OFF,1704149100,01/01/2024 22:45,0,1600,0,22.75,14.73,60,220,85,230,25
VEH_001,ON,1704149400,01/01/2024 22:50,10,1800,1,22.83,14.75,61,235,80,245,15
VEH_001,ON,1704149700,01/01/2024 22:55,30,700,1,22.92,14.79,80,250,75,170,55
VEH_001,ON,1704150000,01/01/2024 23:00,31,900,1,23,14.83,20,180,100,190,45
VEH_001,ON,1704150300,01/01/2024 23:05,60,1200,1,23.08,14.92,30,195,95,210,35
