vehicleId,driverId,timestamp,unixTime,engineState,speed_mph,engineHours_hr,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_level_alert,fuel_time_to_empty_alert
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 0:50,1761940200,ON,59.12,0.92,50.49,81.97,37.3,53.5,0.34,44,25.23,0,3.03,0.3,4.93,16.43333333,0,0,2.1025,0.34,0.44,0.37,300,3,34.5651,0,0,3000,81.97,0.001,0.00095,86284.21053,1438.070175,23.96783626,0,0.289935716,0,16.43333333,0,0,0,1,0.007008333,11696.0761,3.248910028,0.060851927,0.840852575,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 0:55,1761940500,ON,55.46,1,55.11,81.69,37.1,55,-0.22,44,24.14,0,3.31,0.28,4.62,16.5,0,0,2.011666667,0.22,0.44,0.286,300,3,31.04404,0,0,3300,81.69,0.000933333,0.000944444,86495.29412,1441.588235,24.02647059,0,0.271704464,0,16.5,0,0,0,1,0.006705556,12182.43579,3.384009942,0.060606061,0.788987567,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:00,1761940800,ON,49.71,1.08,59.25,81.44,37.4,52.8,0.23,32,22.41,0,3.56,0.25,4.14,16.56,0,0,1.8675,0.23,0.32,0.257,300,2,28.16937,0,0,3600,81.44,0.000833333,0.000916667,88843.63636,1480.727273,24.67878788,0,0.243475429,0,16.56,0,0,0,1,0.006225,13082.73092,3.634091923,0.060386473,0.714624038,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:05,1761941100,ON,51.41,1.17,63.54,81.19,37.5,52.6,0.41,8,22.92,0,3.81,0.25,4.29,17.16,0,0,1.91,0.41,0.08,0.311,300,3,30.04812,0,0,3900,81.19,0.000833333,0.0009,90211.11111,1503.518519,25.05864198,0,0.252297002,0,17.16,0,0,0,1,0.006366667,12752.35602,3.542321117,0.058275058,0.095796329,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:10,1761941400,ON,53.38,1.25,67.98,80.92,37.3,51.2,-0.19,23,23.51,0,4.08,0.27,4.44,16.44444444,0,0,1.959166667,0.19,0.23,0.202,300,3,28.25902,0,0,4200,80.92,0.0009,0.000911111,88814.63415,1480.243902,24.67073171,0,0.261118576,0,16.44444444,0,0,0,1,0.006530556,12390.98256,3.4419396,0.060810811,0.832563647,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:15,1761941700,ON,56.04,1.33,72.65,80.64,36.6,54.1,0.06,34,24.31,0,4.36,0.28,4.67,16.67857143,0,0,2.025833333,0.06,0.34,0.144,300,3,27.81064,0,0,4500,80.64,0.000933333,0.000905556,89050.30675,1484.171779,24.73619632,0,0.274644989,0,16.67857143,0,0,0,1,0.006752778,11941.75237,3.317153435,0.059957173,0.480639432,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:20,1761942000,ON,49.95,1.42,76.82,80.39,37,52.6,0.06,13,22.48,0,4.61,0.25,4.17,16.68,0,0,1.873333333,0.06,0.13,0.081,300,2,24.30088,0,0,4800,80.39,0.000833333,0.000877778,91583.5443,1526.392405,25.43987342,0,0.245239744,0,16.68,0,0,0,1,0.006244444,12873.84342,3.576067616,0.059952038,0.477442274,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:25,1761942300,ON,49.85,1.5,80.97,80.14,36,52.6,-0.47,12,22.45,0,4.86,0.25,4.15,16.6,0,0,1.870833333,0.47,0.12,0.365,300,2,30.64425,0,0,5100,80.14,0.000833333,0.000861111,93065.80645,1551.096774,25.8516129,0,0.244063534,0,16.6,0,0,0,1,0.006236111,12850.95768,3.569710468,0.060240964,0.646891652,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:30,1761942600,ON,45.08,1.58,84.73,79.92,36,51.5,0.06,3,21.02,0,5.08,0.22,3.76,17.09090909,0,0,1.751666667,0.06,0.03,0.051,300,2,22.09202,0,0,5400,79.92,0.000733333,0.000844444,94642.10526,1577.368421,26.28947368,0,0.221127443,0,17.09090909,0,0,0,1,0.005838889,13687.53568,3.802093245,0.058510638,0.108821788,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:35,1761942900,ON,51.6,1.67,89.03,79.66,35.7,47.4,0.26,35,22.98,0,5.34,0.26,4.3,16.53846154,0,0,1.915,0.26,0.35,0.287,300,3,29.57526,0,0,5700,79.66,0.000866667,0.00085,93717.64706,1561.960784,26.03267974,0,0.252885107,0,16.53846154,0,0,0,1,0.006383333,12479.37337,3.466492602,0.060465116,0.743990527,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:40,1761943200,ON,58.68,1.75,93.92,79.36,36.4,55.4,0.38,41,25.11,0,5.64,0.3,4.89,16.3,0,0,2.0925,0.38,0.41,0.389,300,3,34.87779,0,0,6000,79.36,0.001,0.000866667,91569.23077,1526.153846,25.43589744,0,0.287583296,0,16.3,0,0,0,1,0.006975,11377.77778,3.160493827,0.061349693,0.898934281,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:45,1761943500,ON,63.61,1.83,99.22,79.05,36.8,55.7,0.3,43,26.58,0,5.95,0.31,5.3,17.09677419,0,0,2.215,0.3,0.43,0.339,300,3,35.59062,0,0,6300,79.05,0.001033333,0.000883333,89490.56604,1491.509434,24.85849057,0,0.311695597,0,17.09677419,0,0,0,1,0.007383333,10706.54628,2.974040632,0.058490566,0.107519242,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:50,1761943800,ON,62.28,1.92,104.41,78.74,36.6,56.3,-0.38,24,26.18,0,6.26,0.31,5.19,16.74193548,0,0,2.181666667,0.38,0.24,0.338,300,3,35.02884,0,0,6600,78.74,0.001033333,0.000916667,85898.18182,1431.636364,23.86060606,0,0.305226443,0,16.74193548,0,0,0,1,0.007272222,10827.50191,3.007639419,0.05973025,0.355950266,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 1:55,1761944100,ON,59.37,2,109.36,78.44,36.5,52.6,-0.07,12,25.31,0,6.56,0.3,4.95,16.5,0,0,2.109166667,0.07,0.12,0.085,300,3,27.46135,0,0,6900,78.44,0.001,0.000944444,83054.11765,1384.235294,23.07058824,0,0.291111926,0,16.5,0,0,0,1,0.007030556,11157.01304,3.099170288,0.060606061,0.787329781,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:00,1761944400,ON,65.14,2.08,114.78,78.11,36.5,54.8,-0.08,36,27.04,0,6.89,0.33,5.42,16.42424242,0,0,2.253333333,0.08,0.36,0.164,300,3,31.47456,0,0,7200,78.11,0.0011,0.001005556,77678.45304,1294.640884,21.57734807,0,0.318752856,0,16.42424242,0,0,0,1,0.007511111,10399.26036,2.888683432,0.060885609,0.845944346,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:05,1761944700,ON,68.22,2.17,120.47,77.77,36.2,54.3,-0.33,31,27.97,0,7.23,0.34,5.69,16.73529412,0,0,2.330833333,0.33,0.31,0.324,300,3,37.03228,0,0,7500,77.77,0.001133333,0.00105,74066.66667,1234.444444,20.57407407,0,0.334631688,0,16.73529412,0,0,0,1,0.007769444,10009.72471,2.780479085,0.059753954,0.366725873,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:10,1761945000,ON,68.52,2.25,126.18,77.43,35.8,59.9,0.47,11,28.06,0,7.57,0.34,5.71,16.79411765,0,0,2.338333333,0.47,0.11,0.362,300,3,38.21772,0,0,7800,77.43,0.001133333,0.001072222,72214.50777,1203.57513,20.05958549,0,0.335807898,0,16.79411765,0,0,0,1,0.007794444,9933.998574,2.759444048,0.059544658,0.279810539,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:15,1761945300,ON,64.55,2.33,131.56,77.11,35,55.1,-0.22,16,26.86,0,7.89,0.32,5.38,16.8125,0,0,2.238333333,0.22,0.16,0.202,300,3,32.28572,0,0,8100,77.11,0.001066667,0.001077778,71545.36082,1192.42268,19.87371134,0,0.316400437,0,16.8125,0,0,0,1,0.007461111,10334.92182,2.870811616,0.059479554,0.258377738,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:20,1761945600,ON,60.81,2.42,136.62,76.8,35,54.9,-0.47,31,25.74,0,8.2,0.31,5.06,16.32258065,0,0,2.145,0.47,0.31,0.422,300,3,36.60228,0,0,8400,76.8,0.001033333,0.001077778,71257.73196,1187.628866,19.79381443,0,0.29758108,0,16.32258065,0,0,0,1,0.00715,10741.25874,2.983682984,0.061264822,0.892954411,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:25,1761945900,ON,67.35,2.5,142.24,76.47,34.8,55,-0.01,31,27.7,0,8.53,0.33,5.62,17.03030303,0,0,2.308333333,0.01,0.31,0.1,300,3,30.47,0,0,8700,76.47,0.0011,0.001094444,69871.06599,1164.517766,19.40862944,0,0.330514954,0,17.03030303,0,0,0,1,0.007694444,9938.33935,2.760649819,0.058718861,0.124925992,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:30,1761946200,ON,68.19,2.58,147.92,76.12,34.4,56.7,-0.13,16,27.96,0,8.88,0.35,5.68,16.22857143,0,0,2.33,0.13,0.16,0.139,300,3,31.84644,0,0,9000,76.12,0.001166667,0.001105556,68852.26131,1147.537688,19.12562814,0,0.334043584,0,16.22857143,0,0,0,1,0.007766667,9800.858369,2.722460658,0.061619718,0.914150385,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:35,1761946500,ON,71.84,2.67,153.91,75.77,35,53.9,0.13,10,29.05,0,9.23,0.35,5.99,17.11428571,0,0,2.420833333,0.13,0.1,0.121,300,4,32.56505,0,0,9300,75.77,0.001166667,0.001111111,68193,1136.55,18.9425,0,0.352274835,0,17.11428571,0,0,0,1,0.008069444,9389.741824,2.608261618,0.058430718,0.103019538,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:40,1761946800,ON,76.91,2.75,160.32,75.38,34.8,60,0.01,15,30.57,0,9.62,0.39,6.41,16.43589744,0,0,2.5475,0.01,0.15,0.052,300,4,32.15964,0,0,9600,75.38,0.0013,0.001138889,66187.31707,1103.121951,18.38536585,0,0.376975241,0,16.43589744,0,0,0,1,0.008491667,8876.938175,2.46581616,0.060842434,0.840142096,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:45,1761947100,ON,69.56,2.83,166.11,75.03,35.5,58.9,-0.48,2,28.37,0,9.97,0.35,5.79,16.54285714,0,0,2.364166667,0.48,0.02,0.342,300,3,38.07254,0,0,9900,75.03,0.001166667,0.001155556,64929.80769,1082.163462,18.03605769,0,0.340512737,0,16.54285714,0,0,0,1,0.007880556,9520.902362,2.6446951,0.06044905,0.739846063,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:50,1761947400,ON,74.51,2.92,172.32,74.66,35.2,57.6,0.44,39,29.85,0,10.34,0.37,6.21,16.78378378,0,0,2.4875,0.44,0.39,0.425,300,4,42.53625,0,0,10200,74.66,0.001233333,0.001188889,62798.13084,1046.635514,17.44392523,0,0.365213143,0,16.78378378,0,0,0,1,0.008291667,9004.221106,2.501172529,0.05958132,0.29473061,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 2:55,1761947700,ON,72.7,3,178.38,74.3,34.9,56.9,0.42,29,29.31,0,10.7,0.36,6.06,16.83333333,0,0,2.4425,0.42,0.29,0.381,300,4,40.47711,0,0,10500,74.3,0.0012,0.001205556,61631.33641,1027.18894,17.11981567,0,0.35639157,0,16.83333333,0,0,0,1,0.008141667,9125.895599,2.534971,0.059405941,0.234931912,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:00,1761948000,ON,75.83,3.08,184.7,73.92,34.7,57.4,0.48,48,30.25,0,11.08,0.38,6.32,16.63157895,0,0,2.520833333,0.48,0.48,0.48,300,4,44.77,0,0,10800,73.92,0.001266667,0.001222222,60480,1008,16.8,0,0.371682297,0,16.63157895,0,0,0,1,0.008402778,8797.090909,2.443636364,0.060126582,0.580698638,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:05,1761948300,ON,71.7,3.17,190.67,73.56,34.8,59.4,-0.16,34,29.01,0,11.44,0.36,5.97,16.58333333,0,0,2.4175,0.16,0.34,0.214,300,4,35.21814,0,0,11100,73.56,0.0012,0.001227778,59913.12217,998.5520362,16.64253394,0,0.351098626,0,16.58333333,0,0,0,1,0.008058333,9128.438469,2.535677353,0.060301508,0.677915927,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:10,1761948600,ON,74.91,3.25,196.92,73.18,34.8,58.7,-0.1,32,29.97,0,11.82,0.38,6.25,16.44736842,0,0,2.4975,0.1,0.32,0.166,300,4,34.94502,0,0,11400,73.18,0.001266667,0.001222222,59874.54545,997.9090909,16.63181818,0,0.367565563,0,16.44736842,0,0,0,1,0.008325,8790.39039,2.441775108,0.0608,0.829958555,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:15,1761948900,ON,77.18,3.33,203.35,72.8,34.9,61.2,-0.49,24,30.65,0,12.2,0.38,6.43,16.92105263,0,0,2.554166667,0.49,0.24,0.415,300,4,43.36975,0,0,11700,72.8,0.001266667,0.001238889,58762.33184,979.3721973,16.32286996,0,0.378151451,0,16.92105263,0,0,0,1,0.008513889,8550.734095,2.375203915,0.059097978,0.169686205,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:20,1761949200,ON,79.8,3.42,210,72.4,35.6,61.1,0.15,40,31.44,0,12.6,0.4,6.65,16.625,0,0,2.62,0.15,0.4,0.225,300,4,38.514,0,0,12000,72.4,0.001333333,0.001255556,57663.71681,961.0619469,16.01769912,0,0.391089759,0,16.625,0,0,0,1,0.008733333,8290.076336,2.302798982,0.060150376,0.594079337,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:25,1761949500,ON,74.61,3.5,216.22,72.03,35.6,57.4,-0.32,7,29.88,0,12.97,0.37,6.22,16.81081081,0,0,2.49,0.32,0.07,0.245,300,4,37.2006,0,0,12300,72.03,0.001233333,0.001261111,57116.29956,951.938326,15.86563877,0,0.365801248,0,16.81081081,0,0,0,1,0.0083,8678.313253,2.41064257,0.059485531,0.260153937,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:30,1761949800,ON,80.2,3.58,222.9,71.63,36,64.8,-0.41,21,31.56,0,13.37,0.4,6.68,16.7,0,0,2.63,0.41,0.21,0.35,300,4,42.606,0,0,12600,71.63,0.001333333,0.001272222,56303.05677,938.3842795,15.63973799,0,0.392854074,0,16.7,0,0,0,1,0.008766667,8170.722433,2.26964512,0.05988024,0.431142688,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:35,1761950100,ON,76.44,3.67,229.27,71.24,36.3,58.3,0.13,33,30.43,0,13.76,0.39,6.37,16.33333333,0,0,2.535833333,0.13,0.33,0.19,300,4,36.2117,0,0,12900,71.24,0.0013,0.001288889,55272.41379,921.2068966,15.35344828,0,0.374622822,0,16.33333333,0,0,0,1,0.008452778,8427.998686,2.341110746,0.06122449,0.88821788,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:40,1761950400,ON,74.04,3.75,235.44,70.87,36.9,61.1,0.36,47,29.71,0,14.13,0.37,6.17,16.67567568,0,0,2.475833333,0.36,0.47,0.393,300,4,41.38603,0,0,13200,70.87,0.001233333,0.001283333,55223.37662,920.3896104,15.33982684,0,0.362860724,0,16.67567568,0,0,0,1,0.008252778,8587.411646,2.385392124,0.059967585,0.486086442,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:45,1761950700,ON,70.54,3.83,241.32,70.52,36.9,56.7,-0.32,27,28.66,0,14.48,0.35,5.88,16.8,0,0,2.388333333,0.32,0.27,0.305,300,4,37.4013,0,0,13500,70.52,0.001166667,0.001266667,55673.68421,927.8947368,15.46491228,0,0.345805682,0,16.8,0,0,0,1,0.007961111,8858.060014,2.460572226,0.05952381,0.274481942,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:50,1761951000,ON,70.05,3.92,247.15,70.17,37.1,56,0.25,36,28.52,0,14.83,0.35,5.83,16.65714286,0,0,2.376666667,0.25,0.36,0.283,300,4,36.59116,0,0,13800,70.17,0.001166667,0.001238889,56639.46188,943.9910314,15.73318386,0,0.342865157,0,16.65714286,0,0,0,1,0.007922222,8857.363254,2.460378682,0.060034305,0.528596803,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 3:55,1761951300,ON,76.91,4,253.56,69.79,37.3,58.9,0.46,32,30.57,0,15.21,0.38,6.41,16.86842105,0,0,2.5475,0.46,0.32,0.418,300,4,43.34826,0,0,14100,69.79,0.001266667,0.001244444,56081.25,934.6875,15.578125,0,0.376975241,0,16.86842105,0,0,0,1,0.008491667,8218.645731,2.282957148,0.059282371,0.205210184,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:00,1761951600,ON,70.11,4.08,259.41,69.44,36.9,55.4,-0.23,2,28.53,0,15.56,0.35,5.85,16.71428571,0,0,2.3775,0.23,0.02,0.167,300,4,33.29451,0,0,14400,69.44,0.001166667,0.001216667,57073.9726,951.2328767,15.85388128,0,0.344041367,0,16.71428571,0,0,0,1,0.007925,8762.14511,2.433929197,0.05982906,0.402013025,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:05,1761951900,ON,64.82,4.17,264.81,69.11,37.2,55.5,0.2,39,26.95,0,15.89,0.33,5.4,16.36363636,0,0,2.245833333,0.2,0.39,0.257,300,3,33.87615,0,0,14700,69.11,0.0011,0.001183333,58402.8169,973.3802817,16.22300469,0,0.317576646,0,16.36363636,0,0,0,1,0.007486111,9231.762523,2.564378479,0.061111111,0.876021314,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:10,1761952200,ON,57.95,4.25,269.64,68.82,37.5,50.4,-0.14,26,24.89,0,16.18,0.29,4.83,16.65517241,0,0,2.074166667,0.14,0.26,0.176,300,3,29.27064,0,0,15000,68.82,0.000966667,0.001138889,60427.31707,1007.121951,16.78536585,0,0.284054667,0,16.65517241,0,0,0,1,0.006913889,9953.877059,2.76496585,0.060041408,0.532978094,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:15,1761952500,ON,54.68,4.33,274.19,68.55,37.8,51,-0.36,47,23.9,0,16.45,0.27,4.55,16.85185185,0,0,1.991666667,0.36,0.47,0.393,300,3,33.2927,0,0,15300,68.55,0.0009,0.001094444,62634.51777,1043.908629,17.39847716,0,0.26758773,0,16.85185185,0,0,0,1,0.006638889,10325.52301,2.868200837,0.059340659,0.218946122,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:20,1761952800,ON,55.52,4.42,278.82,68.27,37.6,48.1,-0.24,23,24.16,0,16.73,0.28,4.63,16.53571429,0,0,2.013333333,0.24,0.23,0.237,300,3,29.88592,0,0,15600,68.27,0.000933333,0.001055556,64676.84211,1077.947368,17.96578947,0,0.272292569,0,16.53571429,0,0,0,1,0.006711111,10172.68212,2.825745033,0.060475162,0.747365305,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:25,1761953100,ON,62.13,4.5,284,67.96,37.8,64,0.3,0,26.14,0,17.04,0.31,5.18,16.70967742,0,0,2.178333333,0.3,0,0.21,300,3,31.6294,0,0,15900,67.96,0.001033333,0.001016667,66845.90164,1114.098361,18.56830601,0,0.304638339,0,16.70967742,0,0,0,1,0.007261111,9359.44912,2.599846978,0.05984556,0.411367673,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:30,1761953400,ON,55.27,4.58,288.6,67.68,37.5,52,0.39,14,24.08,0,17.32,0.28,4.6,16.42857143,0,0,2.006666667,0.39,0.14,0.315,300,3,31.6652,0,0,16200,67.68,0.000933333,0.000977778,69218.18182,1153.636364,19.22727273,0,0.270528254,0,16.42857143,0,0,0,1,0.006688889,10118.27243,2.810631229,0.060869565,0.842510361,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,01/11/2025 4:35,1761953700,ON,53.28,4.67,293.04,67.42,37.6,49.5,-0.46,24,23.48,0,17.58,0.26,4.44,17.07692308,0,0,1.956666667,0.46,0.24,0.394,300,3,32.73112,0,0,16500,67.42,0.000866667,0.000938889,71808.28402,1196.804734,19.94674556,0,0.261118576,0,17.07692308,0,0,0,1,0.006522222,10336.96763,2.871379898,0.058558559,0.112729426,LOW,LOW
