vehicleId,driverId,timestamp,engineState,speed_mph,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,engineHours_hr,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L,fuel_drop_pct,distance_miles,miles_per_fuel_pct,is_idle,fuel_consumed_idle_L,fuel_consumed_moving_L,acceleration_abs,brake_intensity,driver_aggressiveness,engine_on_duration_sec,speed_bucket,fuel_rate_eff,refill_event,fuel_cycle,time_since_refill_sec,fuel_pct_remaining,fuel_burn_pct_per_sec,fuel_burn_pct_per_sec_smooth,fuel_time_to_empty_sec,fuel_time_to_empty_min,fuel_time_to_empty_hr,fuel_theft_flag,expected_fuel_drop,sudden_drop_trip_flag,fuel_efficiency_miles_per_pct,low_efficiency_flag,idle_fuel_flag,fuel_sensor_tamper_flag,fuel_leak_flag,consumption_rate_L_per_sec,fuel_time_to_empty_sec_v2,fuel_time_to_empty_hr_v2,fuel_per_mile,driver_fuel_efficiency_score,fuel_overheat_flag,fuel_level_alert,fuel_time_to_empty_alert
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:30,ON,45.08,84.73,79.92,36,51.5,1.58,0.06,3,21.02,0,5.08,0.22,3.76,17.09090909,0,0,21.02,0.06,0.03,0.051,3600,1,22.09202,0,0,64800,79.92,6.11E-05,7.02E-05,1137844.068,18964.0678,316.0677966,0,0.220774008,0,17.09090909,0,0,0,0,0.005838889,13687.53568,3.802093245,0.058510638,0.105686216,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:35,ON,51.6,89.03,79.66,35.7,47.4,1.67,0.26,35,22.98,0,5.34,0.26,4.3,16.53846154,0,0,22.98,0.26,0.35,0.287,3600,1,29.57526,0,0,68400,79.66,7.22E-05,7.06E-05,1127770.787,18796.17978,313.2696629,0,0.252480913,0,16.53846154,0,0,0,0,0.006383333,12479.37337,3.466492602,0.060465116,0.738612682,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:40,ON,58.68,93.92,79.36,36.4,55.4,1.75,0.38,41,25.11,0,5.64,0.3,4.89,16.3,0,0,25.11,0.38,0.41,0.389,3600,1,34.87779,0,0,72000,79.36,8.33E-05,7.26E-05,1092826.23,18213.77049,303.5628415,0,0.287123643,0,16.3,0,0,0,0,0.006975,11377.77778,3.160493827,0.061349693,0.898928252,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:45,ON,63.61,99.22,79.05,36.8,55.7,1.83,0.3,43,26.58,0,5.95,0.31,5.3,17.09677419,0,0,26.58,0.3,0.43,0.339,3600,1,35.59062,0,0,75600,79.05,8.61E-05,7.42E-05,1065272.727,17754.54545,295.9090909,0,0.311197404,0,17.09677419,0,0,0,0,0.007383333,10706.54628,2.974040632,0.058490566,0.104495386,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:50,ON,62.28,104.41,78.74,36.6,56.3,1.92,-0.38,24,26.18,0,6.26,0.31,5.19,16.74193548,0,0,26.18,0.38,0.24,0.338,3600,1,35.02884,0,0,79200,78.74,8.61E-05,7.54E-05,1044341.053,17405.68421,290.0947368,0,0.30473859,0,16.74193548,0,0,0,0,0.007272222,10827.50191,3.007639419,0.05973025,0.366775826,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 1:55,ON,59.37,109.36,78.44,36.5,52.6,2,-0.07,12,25.31,0,6.56,0.3,4.95,16.5,0,0,25.31,0.07,0.12,0.085,3600,1,27.46135,0,0,82800,78.44,8.33E-05,7.74E-05,1013686.154,16894.76923,281.5794872,0,0.290646632,0,16.5,0,0,0,0,0.007030556,11157.01304,3.099170288,0.060606061,0.779100923,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:00,ON,65.14,114.78,78.11,36.5,54.8,2.08,-0.08,36,27.04,0,6.89,0.33,5.42,16.42424242,0,0,27.04,0.08,0.36,0.164,3600,1,31.47456,0,0,86400,78.11,9.17E-05,8.06E-05,969641.3793,16160.68966,269.3448276,0,0.318243383,0,16.42424242,0,0,0,0,0.007511111,10399.26036,2.888683432,0.060885609,0.840428699,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:05,ON,68.22,120.47,77.77,36.2,54.3,2.17,-0.33,31,27.97,0,7.23,0.34,5.69,16.73529412,0,0,27.97,0.33,0.31,0.324,3600,1,37.03228,0,0,90000,77.77,9.44E-05,8.53E-05,911536.7442,15192.27907,253.2046512,0,0.334096836,0,16.73529412,0,0,0,0,0.007769444,10009.72471,2.780479085,0.059753954,0.375409348,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:10,ON,68.52,126.18,77.43,35.8,59.9,2.25,0.47,11,28.06,0,7.57,0.34,5.71,16.79411765,0,0,28.06,0.47,0.11,0.362,3600,1,38.21772,0,0,93600,77.43,9.44E-05,8.85E-05,874993.722,14583.2287,243.0538117,0,0.335271166,0,16.79411765,0,0,0,0,0.007794444,9933.998574,2.759444048,0.059544658,0.295921405,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:15,ON,64.55,131.56,77.11,35,55.1,2.33,-0.22,16,26.86,0,7.89,0.32,5.38,16.8125,0,0,26.86,0.22,0.16,0.202,3600,1,32.28572,0,0,97200,77.11,8.89E-05,8.93E-05,863632,14393.86667,239.8977778,0,0.315894724,0,16.8125,0,0,0,0,0.007461111,10334.92182,2.870811616,0.059479554,0.273295624,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:20,ON,60.81,136.62,76.8,35,54.9,2.42,-0.47,31,25.74,0,8.2,0.31,5.06,16.32258065,0,0,25.74,0.47,0.31,0.422,3600,1,36.60228,0,0,100800,76.8,8.61E-05,8.93E-05,860160,14336,238.9333333,0,0.297105447,0,16.32258065,0,0,0,0,0.00715,10741.25874,2.983682984,0.061264822,0.893420661,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:25,ON,67.35,142.24,76.47,34.8,55,2.5,-0.01,31,27.7,0,8.53,0.33,5.62,17.03030303,0,0,27.7,0.01,0.31,0.1,3600,1,30.47,0,0,104400,76.47,9.17E-05,9.01E-05,848918.0617,14148.63436,235.8105727,0,0.329986682,0,17.03030303,0,0,0,0,0.007694444,9938.33935,2.760649819,0.058718861,0.122655552,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:30,ON,68.19,147.92,76.12,34.4,56.7,2.58,-0.13,16,27.96,0,8.88,0.35,5.68,16.22857143,0,0,27.96,0.13,0.16,0.139,3600,1,31.84644,0,0,108000,76.12,9.72E-05,9.21E-05,826820.6897,13780.34483,229.6724138,0,0.333509671,0,16.22857143,0,0,0,0,0.007766667,9800.858369,2.722460658,0.061619718,0.915748735,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:35,ON,71.84,153.91,75.77,35,53.9,2.67,0.13,10,29.05,0,9.23,0.35,5.99,17.11428571,0,0,29.05,0.13,0.1,0.121,3600,2,32.56505,0,0,111600,75.77,9.72E-05,9.29E-05,815984.6154,13599.74359,226.6623932,0,0.351711784,0,17.11428571,0,0,0,0,0.008069444,9389.741824,2.608261618,0.058430718,0.101220601,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:40,ON,76.91,160.32,75.38,34.8,60,2.75,0.01,15,30.57,0,9.62,0.39,6.41,16.43589744,0,0,30.57,0.01,0.15,0.052,3600,2,32.15964,0,0,115200,75.38,0.000108333,9.48E-05,794801.6736,13246.69456,220.7782427,0,0.37637271,0,16.43589744,0,0,0,0,0.008491667,8876.938175,2.46581616,0.060842434,0.831795177,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:45,ON,69.56,166.11,75.03,35.5,58.9,2.83,-0.48,2,28.37,0,9.97,0.35,5.79,16.54285714,0,0,28.37,0.48,0.02,0.342,3600,1,38.07254,0,0,118800,75.03,9.72E-05,9.52E-05,787815,13130.25,218.8375,0,0.339968485,0,16.54285714,0,0,0,0,0.007880556,9520.902362,2.6446951,0.06044905,0.733253945,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:50,ON,74.51,172.32,74.66,35.2,57.6,2.92,0.44,39,29.85,0,10.34,0.37,6.21,16.78378378,0,0,29.85,0.44,0.39,0.425,3600,2,42.53625,0,0,122400,74.66,0.000102778,9.72E-05,767931.4286,12798.85714,213.3142857,0,0.364629412,1,16.78378378,0,0,0,0,0.008291667,9004.221106,2.501172529,0.05958132,0.312593034,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 2:55,ON,72.7,178.38,74.3,34.9,56.9,3,0.42,29,29.31,0,10.7,0.36,6.06,16.83333333,0,0,29.31,0.42,0.29,0.381,3600,2,40.47711,0,0,126000,74.3,1.00E-04,9.92E-05,748944,12482.4,208.04,0,0.355821938,0,16.83333333,0,0,0,0,0.008141667,9125.895599,2.534971,0.059405941,0.247990473,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:00,ON,75.83,184.7,73.92,34.7,57.4,3.08,0.48,48,30.25,0,11.08,0.38,6.32,16.63157895,0,0,30.25,0.48,0.48,0.48,3600,2,44.77,0,0,129600,73.92,0.000105556,0.00010119,730503.5294,12175.05882,202.9176471,0,0.371088226,0,16.63157895,0,0,0,0,0.008402778,8797.090909,2.443636364,0.060126582,0.572194105,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:05,ON,71.7,190.67,73.56,34.8,59.4,3.17,-0.16,34,29.01,0,11.44,0.36,5.97,16.58333333,0,0,29.01,0.16,0.34,0.214,3600,2,35.21814,0,0,133200,73.56,1.00E-04,0.000101587,724106.25,12068.4375,201.140625,0,0.350537454,0,16.58333333,0,0,0,0,0.008058333,9128.438469,2.535677353,0.060301508,0.667162846,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:10,ON,74.91,196.92,73.18,34.8,58.7,3.25,-0.1,32,29.97,0,11.82,0.38,6.25,16.44736842,0,0,29.97,0.1,0.32,0.166,3600,2,34.94502,0,0,136800,73.18,0.000105556,0.000102778,712021.6216,11867.02703,197.7837838,0,0.366978071,0,16.44736842,0,0,0,0,0.008325,8790.39039,2.441775108,0.0608,0.821673117,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:15,ON,77.18,203.35,72.8,34.9,61.2,3.33,-0.49,24,30.65,0,12.2,0.38,6.43,16.92105263,0,0,30.65,0.49,0.24,0.415,3600,2,43.36975,0,0,140400,72.8,0.000105556,0.000102381,711069.7674,11851.16279,197.5193798,0,0.37754704,0,16.92105263,0,0,0,0,0.008513889,8550.734095,2.375203915,0.059097978,0.173265853,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:20,ON,79.8,210,72.4,35.6,61.1,3.42,0.15,40,31.44,0,12.6,0.4,6.65,16.625,0,0,31.44,0.15,0.4,0.225,3600,2,38.514,0,0,144000,72.4,0.000111111,0.000104365,693718.6312,11561.97719,192.6996198,0,0.390464668,0,16.625,0,0,0,0,0.008733333,8290.076336,2.302798982,0.060150376,0.586186365,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:25,ON,74.61,216.22,72.03,35.6,57.4,3.5,-0.32,7,29.88,0,12.97,0.37,6.22,16.81081081,0,0,29.88,0.32,0.07,0.245,3600,2,37.2006,0,0,147600,72.03,0.000102778,0.000104365,690173.384,11502.88973,191.7148289,0,0.365216577,0,16.81081081,0,0,0,0,0.0083,8678.313253,2.41064257,0.059485531,0.275974993,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:30,ON,80.2,222.9,71.63,36,64.8,3.58,-0.41,21,31.56,0,13.37,0.4,6.68,16.7,0,0,31.56,0.41,0.21,0.35,3600,2,42.606,0,0,151200,71.63,0.000111111,0.000105952,676058.427,11267.64045,187.7940075,0,0.392226163,0,16.7,0,0,0,0,0.008766667,8170.722433,2.26964512,0.05988024,0.431378386,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:35,ON,76.44,229.27,71.24,36.3,58.3,3.67,0.13,33,30.43,0,13.76,0.39,6.37,16.33333333,0,0,30.43,0.13,0.33,0.19,3600,2,36.2117,0,0,154800,71.24,0.000108333,0.000106349,669868.6567,11164.47761,186.0746269,0,0.37402405,0,16.33333333,0,0,0,0,0.008452778,8427.998686,2.341110746,0.06122449,0.888359631,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:40,ON,74.04,235.44,70.87,36.9,61.1,3.75,0.36,47,29.71,0,14.13,0.37,6.17,16.67567568,0,0,29.71,0.36,0.47,0.393,3600,2,41.38603,0,0,158400,70.87,0.000102778,0.000106746,663912.2677,11065.20446,184.4200743,0,0.362280752,0,16.67567568,0,0,0,0,0.008252778,8587.411646,2.385392124,0.059967585,0.483774933,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:45,ON,70.54,241.32,70.52,36.9,56.7,3.83,-0.32,27,28.66,0,14.48,0.35,5.88,16.8,0,0,28.66,0.32,0.27,0.305,3600,2,37.4013,0,0,162000,70.52,9.72E-05,0.000105556,668084.2105,11134.73684,185.5789474,0,0.345252969,0,16.8,0,0,0,0,0.007961111,8858.060014,2.460572226,0.05952381,0.29026496,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:50,ON,70.05,247.15,70.17,37.1,56,3.92,0.25,36,28.52,0,14.83,0.35,5.83,16.65714286,0,0,28.52,0.25,0.36,0.283,3600,2,36.59116,0,0,165600,70.17,9.72E-05,0.000104365,672351.3308,11205.85551,186.7642586,0,0.342317145,0,16.65714286,0,0,0,0,0.007922222,8857.363254,2.460378682,0.060034305,0.523965466,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 3:55,ON,76.91,253.56,69.79,37.3,58.9,4,0.46,32,30.57,0,15.21,0.38,6.41,16.86842105,0,0,30.57,0.46,0.32,0.418,3600,2,43.34826,0,0,169200,69.79,0.000105556,0.000103571,673834.4828,11230.57471,187.1762452,0,0.37637271,0,16.86842105,0,0,0,0,0.008491667,8218.645731,2.282957148,0.059282371,0.215242632,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:00,ON,70.11,259.41,69.44,36.9,55.4,4.08,-0.23,2,28.53,0,15.56,0.35,5.85,16.71428571,0,0,28.53,0.23,0.02,0.167,3600,2,33.29451,0,0,172800,69.44,9.72E-05,0.000102778,675632.4324,11260.54054,187.6756757,0,0.343491475,0,16.71428571,0,0,0,0,0.007925,8762.14511,2.433929197,0.05982906,0.405180113,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:05,ON,64.82,264.81,69.11,37.2,55.5,4.17,0.2,39,26.95,0,15.89,0.33,5.4,16.36363636,0,0,26.95,0.2,0.39,0.257,3600,1,33.87615,0,0,176400,69.11,9.17E-05,1.00E-04,691100,11518.33333,191.9722222,0,0.317069054,0,16.36363636,0,0,0,0,0.007486111,9231.762523,2.564378479,0.061111111,0.877344448,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:10,ON,57.95,269.64,68.82,37.5,50.4,4.25,-0.14,26,24.89,0,16.18,0.29,4.83,16.65517241,0,0,24.89,0.14,0.26,0.176,3600,1,29.27064,0,0,180000,68.82,8.06E-05,9.60E-05,716638.0165,11943.96694,199.0661157,0,0.283600653,0,16.65517241,0,0,0,0,0.006913889,9953.877059,2.76496585,0.060041408,0.527835665,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:15,ON,54.68,274.19,68.55,37.8,51,4.33,-0.36,47,23.9,0,16.45,0.27,4.55,16.85185185,0,0,23.9,0.36,0.47,0.393,3600,1,33.2927,0,0,183600,68.55,7.50E-05,9.21E-05,744594.8276,12409.91379,206.8318966,0,0.267160036,0,16.85185185,0,0,0,0,0.006638889,10325.52301,2.868200837,0.059340659,0.231021137,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:20,ON,55.52,278.82,68.27,37.6,48.1,4.42,-0.24,23,24.16,0,16.73,0.28,4.63,16.53571429,0,0,24.16,0.24,0.23,0.237,3600,1,29.88592,0,0,187200,68.27,7.78E-05,8.93E-05,764624,12743.73333,212.3955556,0,0.271857355,0,16.53571429,0,0,0,0,0.006711111,10172.68212,2.825745033,0.060475162,0.742929443,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:25,ON,62.13,284,67.96,37.8,64,4.5,0.3,0,26.14,0,17.04,0.31,5.18,16.70967742,0,0,26.14,0.3,0,0.21,3600,1,31.6294,0,0,190800,67.96,8.61E-05,8.77E-05,774928.5068,12915.47511,215.2579186,0,0.304151425,0,16.70967742,0,0,0,0,0.007261111,9359.44912,2.599846978,0.05984556,0.410538851,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:30,ON,55.27,288.6,67.68,37.5,52,4.58,0.39,14,24.08,0,17.32,0.28,4.6,16.42857143,0,0,24.08,0.39,0.14,0.315,3600,1,31.6652,0,0,194400,67.68,7.78E-05,8.37E-05,808310.9005,13471.84834,224.5308057,0,0.27009586,0,16.42857143,0,0,0,0,0.006688889,10118.27243,2.810631229,0.060869565,0.835665377,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:35,ON,53.28,293.04,67.42,37.6,49.5,4.67,-0.46,24,23.48,0,17.58,0.26,4.44,17.07692308,0,0,23.48,0.46,0.24,0.394,3600,1,32.73112,0,0,198000,67.42,7.22E-05,8.02E-05,841081.1881,14018.0198,233.6336634,0,0.260701222,0,17.07692308,0,0,0,0,0.006522222,10336.96763,2.871379898,0.058558559,0.110747246,0,LOW,LOW
VEH_001,68b89b2d4f65cd554d7511bd,11/01/2025 4:40,ON,47.76,297.02,67.18,37.4,51.4,4.75,-0.46,14,21.83,0,17.82,0.24,3.98,16.58333333,0,0,21.83,0.46,0.14,0.364,3600,1,29.77612,0,0,201600,67.18,6.67E-05,7.66E-05,877168.9119,14619.48187,243.6580311,0,0.233691636,0,16.58333333,0,0,0,0,0.006063889,11078.69904,3.077416399,0.060301508,0.666567431,0,LOW,LOW
