vehicleId,driverId,timestamp,unixTime,engineState,speed_mph,engineHours_hr,odometer_miles,fuelLevel_pct,fuelTemperature_C,engineOilPressure_psi,longitudinalAcceleration_ms2,brakePosition_pct,fuelRate_L_per_hr,idleFuelConsumed_L,fuelIntegrated_L
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:15:00,1761945300,ON,64.55,2.33,131.56,77.11,35.0,55.1,-0.22,16,26.86,0.0,7.89
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:20:00,1761945600,ON,60.81,2.42,136.62,76.8,35.0,54.9,-0.47,31,25.74,0.0,8.2
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:25:00,1761945900,ON,67.35,2.5,142.24,76.47,34.8,55.0,-0.01,31,27.7,0.0,8.53
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:30:00,1761946200,ON,68.19,2.58,147.92,76.12,34.4,56.7,-0.13,16,27.96,0.0,8.88
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:35:00,1761946500,ON,71.84,2.67,153.91,75.77,35.0,53.9,0.13,10,29.05,0.0,9.23
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:40:00,1761946800,ON,76.91,2.75,160.32,75.38,34.8,60.0,0.01,15,30.57,0.0,9.62
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:45:00,1761947100,ON,69.56,2.83,166.11,75.03,35.5,58.9,-0.48,2,28.37,0.0,9.97
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:50:00,1761947400,ON,74.51,2.92,172.32,74.66,35.2,57.6,0.44,39,29.85,0.0,10.34
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 02:55:00,1761947700,ON,72.7,3.0,178.38,74.3,34.9,56.9,0.42,29,29.31,0.0,10.7
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:00:00,1761948000,ON,75.83,3.08,184.7,73.92,34.7,57.4,0.48,48,30.25,0.0,11.08
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:05:00,1761948300,ON,71.7,3.17,190.67,73.56,34.8,59.4,-0.16,34,29.01,0.0,11.44
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:10:00,1761948600,ON,74.91,3.25,196.92,73.18,34.8,58.7,-0.1,32,29.97,0.0,11.82
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:15:00,1761948900,ON,77.18,3.33,203.35,72.8,34.9,61.2,-0.49,24,30.65,0.0,12.2
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:20:00,1761949200,ON,79.8,3.42,210.0,72.4,35.6,61.1,0.15,40,31.44,0.0,12.6
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:25:00,1761949500,ON,74.61,3.5,216.22,72.03,35.6,57.4,-0.32,7,29.88,0.0,12.97
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:30:00,1761949800,ON,80.2,3.58,222.9,71.63,36.0,64.8,-0.41,21,31.56,0.0,13.37
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:35:00,1761950100,ON,76.44,3.67,229.27,71.24,36.3,58.3,0.13,33,30.43,0.0,13.76
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:40:00,1761950400,ON,74.04,3.75,235.44,70.87,36.9,61.1,0.36,47,29.71,0.0,14.13
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:45:00,1761950700,ON,70.54,3.83,241.32,70.52,36.9,56.7,-0.32,27,28.66,0.0,14.48
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:50:00,1761951000,ON,70.05,3.92,247.15,70.17,37.1,56.0,0.25,36,28.52,0.0,14.83
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 03:55:00,1761951300,ON,76.91,4.0,253.56,69.79,37.3,58.9,0.46,32,30.57,0.0,15.21
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:00:00,1761951600,ON,70.11,4.08,259.41,69.44,36.9,55.4,-0.23,2,28.53,0.0,15.56
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:05:00,1761951900,ON,64.82,4.17,264.81,69.11,37.2,55.5,0.2,39,26.95,0.0,15.89
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:10:00,1761952200,ON,57.95,4.25,269.64,68.82,37.5,50.4,-0.14,26,24.89,0.0,16.18
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:15:00,1761952500,ON,54.68,4.33,274.19,68.55,37.8,51.0,-0.36,47,23.9,0.0,16.45
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:20:00,1761952800,ON,55.52,4.42,278.82,68.27,37.6,48.1,-0.24,23,24.16,0.0,16.73
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:25:00,1761953100,ON,62.13,4.5,284.0,67.96,37.8,64.0,0.3,0,26.14,0.0,17.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:30:00,1761953400,ON,55.27,4.58,288.6,67.68,37.5,52.0,0.39,14,24.08,0.0,17.32
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:35:00,1761953700,ON,53.28,4.67,293.04,67.42,37.6,49.5,-0.46,24,23.48,0.0,17.58
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:40:00,1761954000,ON,47.76,4.75,297.02,67.18,37.4,51.4,-0.46,14,21.83,0.0,17.82
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:45:00,1761954300,ON,45.52,4.83,300.82,66.95,37.5,46.5,0.27,43,21.16,0.0,18.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:50:00,1761954600,ON,52.97,4.92,305.23,66.69,38.0,51.2,-0.31,29,23.39,0.0,18.31
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 04:55:00,1761954900,ON,53.62,5.0,309.7,66.42,38.5,53.8,0.48,41,23.58,0.0,18.58
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:00:00,1761955200,ON,50.78,5.08,313.93,66.16,38.2,53.0,-0.06,25,22.73,0.0,18.84
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:05:00,1761955500,ON,43.19,5.17,317.53,65.95,37.9,52.6,-0.33,0,20.46,0.0,19.05
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:10:00,1761955800,ON,42.27,5.25,321.05,65.74,37.8,47.7,-0.32,44,20.18,0.0,19.26
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:15:00,1761956100,ON,38.74,5.33,324.28,65.54,38.7,49.7,-0.08,11,19.12,0.0,19.46
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:20:00,1761956400,ON,39.8,5.42,327.6,65.34,38.4,46.8,-0.41,29,19.44,0.0,19.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:25:00,1761956700,ON,45.49,5.5,331.39,65.12,38.3,53.9,-0.4,47,21.15,0.0,19.88
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:30:00,1761957000,ON,50.4,5.58,335.59,64.86,38.1,45.5,0.15,9,22.62,0.0,20.14
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:35:00,1761957300,ON,57.59,5.67,340.39,64.58,38.0,54.3,-0.48,18,24.78,0.0,20.42
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:40:00,1761957600,ON,57.64,5.75,345.19,64.29,38.1,55.3,-0.34,23,24.79,0.0,20.71
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:45:00,1761957900,ON,64.74,5.83,350.59,63.96,38.6,56.6,0.18,34,26.92,0.0,21.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:50:00,1761958200,ON,67.03,5.92,356.17,63.63,39.4,51.1,0.44,2,27.61,0.0,21.37
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 05:55:00,1761958500,ON,72.16,6.0,362.18,63.27,39.0,59.0,-0.23,11,29.15,0.0,21.73
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:00:00,1761958800,ON,65.77,6.08,367.66,62.94,38.8,56.1,-0.18,25,27.23,0.0,22.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:05:00,1761959100,ON,68.68,6.17,373.39,62.6,38.3,54.4,-0.0,49,28.1,0.0,22.4
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:10:00,1761959400,ON,70.74,6.25,379.28,62.24,38.4,58.6,0.3,35,28.72,0.0,22.76
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:15:00,1761959700,ON,65.58,6.33,384.75,61.92,38.7,57.0,0.49,47,27.17,0.0,23.08
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:20:00,1761960000,ON,59.62,6.42,389.72,61.62,38.9,49.8,0.37,31,25.39,0.0,23.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:25:00,1761960300,ON,65.36,6.5,395.16,61.29,39.6,54.3,0.25,40,27.11,0.0,23.71
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:30:00,1761960600,ON,63.4,6.58,400.45,60.97,39.4,62.9,-0.11,12,26.52,0.0,24.03
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:35:00,1761960900,ON,69.73,6.67,406.26,60.62,39.6,56.5,0.45,18,28.42,0.0,24.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:40:00,1761961200,ON,69.62,6.75,412.06,60.28,40.0,62.1,-0.29,22,28.38,0.0,24.72
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:45:00,1761961500,ON,74.12,6.83,418.23,59.91,40.1,62.3,0.21,46,29.74,0.0,25.09
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:50:00,1761961800,ON,68.4,6.92,423.93,59.56,39.8,57.0,-0.42,12,28.02,0.0,25.44
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 06:55:00,1761962100,ON,63.97,7.0,429.26,59.24,39.2,55.2,0.08,44,26.69,0.0,25.76
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:00:00,1761962400,ON,61.9,7.08,434.42,58.93,38.9,57.7,-0.42,43,26.07,0.0,26.07
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:05:00,1761962700,ON,62.83,7.17,439.66,58.62,38.8,54.6,-0.03,19,26.35,0.0,26.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:10:00,1761963000,ON,56.73,7.25,444.39,58.34,39.3,54.7,0.08,48,24.52,0.0,26.66
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:15:00,1761963300,ON,50.06,7.33,448.56,58.09,39.8,49.9,0.48,44,22.52,0.0,26.91
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:20:00,1761963600,ON,42.75,7.42,452.12,57.87,39.9,48.4,-0.43,34,20.32,0.0,27.13
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:25:00,1761963900,ON,45.88,7.5,455.94,57.64,39.7,47.9,-0.21,0,21.26,0.0,27.36
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:30:00,1761964200,ON,47.92,7.58,459.94,57.4,39.7,52.4,0.12,7,21.87,0.0,27.6
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:35:00,1761964500,ON,42.63,7.67,463.49,57.19,39.2,46.9,-0.23,36,20.29,0.0,27.81
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:40:00,1761964800,ON,50.22,7.75,467.67,56.94,39.3,55.4,-0.19,19,22.57,0.0,28.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:45:00,1761965100,ON,51.87,7.83,472.0,56.68,39.2,52.8,0.08,24,23.06,0.0,28.32
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:50:00,1761965400,ON,50.56,7.92,476.21,56.43,39.2,50.1,0.31,31,22.67,0.0,28.57
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 07:55:00,1761965700,ON,58.32,8.0,481.07,56.14,39.0,56.8,0.33,48,25.0,0.0,28.86
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:00:00,1761966000,ON,63.74,8.08,486.38,55.82,38.3,53.4,-0.44,5,26.62,0.0,29.18
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:05:00,1761966300,ON,66.8,8.17,491.95,55.48,38.5,56.4,0.09,36,27.54,0.0,29.52
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:10:00,1761966600,ON,70.92,8.25,497.86,55.13,38.2,55.5,-0.25,44,28.77,0.0,29.87
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:15:00,1761966900,ON,72.62,8.33,503.91,54.77,38.6,61.5,-0.14,7,29.28,0.0,30.23
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:20:00,1761967200,ON,64.97,8.42,509.32,54.44,39.1,55.1,-0.19,0,26.99,0.0,30.56
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:25:00,1761967500,ON,65.8,8.5,514.81,54.11,39.0,58.0,-0.37,46,27.24,0.0,30.89
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:30:00,1761967800,ON,64.53,8.58,520.18,53.79,39.5,56.5,0.4,33,26.86,0.0,31.21
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:35:00,1761968100,ON,62.14,8.67,525.36,53.48,39.0,49.3,0.4,37,26.14,0.0,31.52
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:40:00,1761968400,ON,61.35,8.75,530.47,53.17,39.1,49.5,0.2,28,25.91,0.0,31.83
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:45:00,1761968700,ON,55.71,8.83,535.12,52.89,38.4,52.3,-0.04,33,24.21,0.0,32.11
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:50:00,1761969000,ON,57.64,8.92,539.92,52.6,38.5,49.6,-0.16,46,24.79,0.0,32.4
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 08:55:00,1761969300,ON,51.7,9.0,544.23,52.35,38.1,52.4,-0.15,2,23.01,0.0,32.65
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:00:00,1761969600,ON,57.69,9.08,549.04,52.06,38.1,53.9,-0.28,20,24.81,0.0,32.94
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:05:00,1761969900,ON,52.39,9.17,553.4,51.8,38.1,48.8,-0.29,33,23.22,0.0,33.2
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:10:00,1761970200,ON,46.45,9.25,557.27,51.56,37.8,48.8,-0.02,21,21.44,0.0,33.44
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:15:00,1761970500,ON,39.76,9.33,560.59,51.36,38.2,45.9,0.25,14,19.43,0.0,33.64
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:20:00,1761970800,ON,40.35,9.42,563.95,51.16,38.5,45.7,0.03,1,19.6,0.0,33.84
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:25:00,1761971100,ON,44.31,9.5,567.64,50.94,38.8,46.4,0.4,45,20.79,0.0,34.06
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:30:00,1761971400,ON,48.3,9.58,571.67,50.7,38.7,52.3,-0.1,24,21.99,0.0,34.3
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:35:00,1761971700,ON,52.1,9.67,576.01,50.44,39.2,51.8,-0.41,43,23.13,0.0,34.56
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:40:00,1761972000,ON,47.83,9.75,579.99,50.2,38.3,49.0,0.15,17,21.85,0.0,34.8
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:45:00,1761972300,ON,41.22,9.83,583.43,49.99,38.9,49.2,-0.07,18,19.87,0.0,35.01
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:50:00,1761972600,ON,39.28,9.92,586.7,49.8,39.0,49.4,-0.26,44,19.28,0.0,35.2
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 09:55:00,1761972900,ON,36.57,10.0,589.75,49.62,38.9,40.7,0.35,29,18.47,0.0,35.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:00:00,1761973200,ON,31.34,10.08,592.36,49.46,38.9,42.7,-0.09,35,16.9,0.0,35.54
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:05:00,1761973500,ON,39.3,10.17,595.64,49.26,39.2,47.6,-0.49,48,19.29,0.0,35.74
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:10:00,1761973800,ON,39.15,10.25,598.9,49.07,39.5,49.3,0.04,25,19.24,0.0,35.93
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:15:00,1761974100,ON,35.63,10.33,601.87,48.89,39.2,43.6,-0.07,32,18.19,0.0,36.11
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:20:00,1761974400,ON,39.41,10.42,605.15,48.69,39.6,49.2,-0.41,10,19.32,0.0,36.31
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:25:00,1761974700,ON,46.32,10.5,609.01,48.46,39.0,52.6,-0.05,4,21.4,0.0,36.54
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:30:00,1761975000,ON,39.33,10.58,612.29,48.26,39.4,45.8,-0.25,36,19.3,0.0,36.74
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:35:00,1761975300,ON,31.38,10.67,614.9,48.11,40.3,43.3,0.29,30,16.91,0.0,36.89
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:40:00,1761975600,ON,38.25,10.75,618.09,47.91,40.4,47.2,-0.32,34,18.98,0.0,37.09
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:45:00,1761975900,ON,45.07,10.83,621.85,47.69,40.6,50.8,0.3,34,21.02,0.0,37.31
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:50:00,1761976200,ON,39.7,10.92,625.16,47.49,40.7,52.6,-0.14,44,19.41,0.0,37.51
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 10:55:00,1761976500,ON,41.11,11.0,628.58,47.29,41.4,46.9,0.4,37,19.83,0.0,37.71
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:00:00,1761976800,ON,41.75,11.08,632.06,47.08,40.7,50.5,-0.11,1,20.03,0.0,37.92
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:05:00,1761977100,ON,42.45,11.17,635.6,46.86,40.3,49.0,0.44,6,20.23,0.0,38.14
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:10:00,1761977400,ON,46.14,11.25,639.44,46.63,41.0,49.3,0.07,28,21.34,0.0,38.37
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:15:00,1761977700,ON,40.56,11.33,642.82,46.43,41.3,45.5,-0.47,21,19.67,0.0,38.57
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:20:00,1761978000,ON,43.99,11.42,646.49,46.21,41.2,49.4,0.04,46,20.7,0.0,38.79
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:25:00,1761978300,ON,49.53,11.5,650.62,45.96,41.7,49.4,-0.35,46,22.36,0.0,39.04
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:30:00,1761978600,ON,48.08,11.58,654.62,45.72,41.7,49.7,0.07,25,21.92,0.0,39.28
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:35:00,1761978900,ON,44.1,11.67,658.3,45.5,41.0,52.5,-0.04,45,20.73,0.0,39.5
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:40:00,1761979200,ON,45.94,11.75,662.13,45.27,41.3,47.0,0.09,43,21.28,0.0,39.73
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:45:00,1761979500,ON,46.99,11.83,666.04,45.04,41.4,50.8,-0.35,27,21.6,0.0,39.96
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:50:00,1761979800,ON,44.98,11.92,669.79,44.81,41.3,47.9,-0.33,35,20.99,0.0,40.19
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 11:55:00,1761980100,ON,38.97,12.0,673.04,44.62,41.3,49.9,0.09,20,19.19,0.0,40.38
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:00:00,1761980400,ON,37.04,12.08,676.13,44.43,41.6,45.0,0.1,34,18.61,0.0,40.57
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:05:00,1761980700,ON,35.41,12.17,679.08,44.26,41.5,47.6,-0.15,33,18.12,0.0,40.74
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:10:00,1761981000,ON,42.11,12.25,682.59,44.04,41.7,44.3,-0.33,23,20.13,0.0,40.96
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:15:00,1761981300,ON,39.09,12.33,685.84,43.85,41.3,45.4,-0.29,48,19.23,0.0,41.15
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:20:00,1761981600,ON,33.94,12.42,688.67,43.68,41.2,42.8,-0.41,39,17.68,0.0,41.32
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:25:00,1761981900,ON,33.97,12.5,691.5,43.51,41.2,45.6,-0.29,18,17.69,0.0,41.49
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:30:00,1761982200,ON,31.56,12.58,694.13,43.35,40.6,48.5,0.34,18,16.97,0.0,41.65
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:35:00,1761982500,ON,24.61,12.67,696.18,43.23,41.2,36.0,-0.06,49,14.88,0.0,41.77
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:40:00,1761982800,ON,24.57,12.75,698.23,43.11,41.0,40.9,-0.42,2,14.87,0.0,41.89
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:45:00,1761983100,ON,22.54,12.83,700.11,42.99,40.6,46.4,-0.47,27,14.26,0.0,42.01
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:50:00,1761983400,ON,27.98,12.92,702.44,42.85,41.1,38.3,-0.25,22,15.89,0.0,42.15
VEH_001,68b89b2d4f65cd554d7511bd,2025-11-01 12:55:00,1761983700,ON,30.73,13.0,705.0,42.7,41.1,44.3,-0.32,32,16.72,0.0,42.3
